,level_0,metadata_title,date,index,filepath,dir,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
180,210,DDD:ddd:010852475:mpeg21.didl.xml.gz.xml,1950-08-15,210,../data/1950/08-15/DDD_010852475/DDD:ddd:010852475:mpeg21.didl.xml.gz.xml,../data/1950/08-15/DDD_010852475,De waarheid,1950-08-15,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,390,nl
181,211,DDD:ddd:010476508:mpeg21.didl.xml.gz.xml,1950-08-15,211,../data/1950/08-15/DDD_010476508/DDD:ddd:010476508:mpeg21.didl.xml.gz.xml,../data/1950/08-15/DDD_010476508,Het nieuwsblad voor Sumatra,1950-08-15,Medan,Deli Courant en De Sumatra post,KB C 937,3,634,nl
182,212,DDD:ddd:011218929:mpeg21.didl.xml.gz.xml,1950-08-15,212,../data/1950/08-15/DDD_011218929/DDD:ddd:011218929:mpeg21.didl.xml.gz.xml,../data/1950/08-15/DDD_011218929,De Surinamer : nieuws- en advertentieblad,1950-08-15,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6739,nl
183,213,DDD:ddd:010480608:mpeg21.didl.xml.gz.xml,1950-08-15,213,../data/1950/08-15/DDD_010480608/DDD:ddd:010480608:mpeg21.didl.xml.gz.xml,../data/1950/08-15/DDD_010480608,Het nieuws : algemeen dagblad,1950-08-15,Paramaribo,A.J. Morpurgo,KB C 197,7,2139,nl
184,214,DDD:ddd:010554041:mpeg21.didl.xml.gz.xml,1950-08-15,214,../data/1950/08-15/DDD_010554041/DDD:ddd:010554041:mpeg21.didl.xml.gz.xml,../data/1950/08-15/DDD_010554041,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-08-15,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,273,nl
185,215,DDD:ddd:011202151:mpeg21.didl.xml.gz.xml,1950-10-21,215,../data/1950/10-21/DDD_011202151/DDD:ddd:011202151:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_011202151,De Tĳd : godsdienstig-staatkundig dagblad,1950-10-21,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34562,nl
186,216,DDD:ddd:010862763:mpeg21.didl.xml.gz.xml,1950-10-21,216,../data/1950/10-21/DDD_010862763/DDD:ddd:010862763:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010862763,De locomotief : Samarangsch handels- en advertentie-blad,1950-10-21,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,99,41,nl
187,217,DDD:ddd:010537470:mpeg21.didl.xml.gz.xml,1950-10-21,217,../data/1950/10-21/DDD_010537470/DDD:ddd:010537470:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010537470,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-10-21,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,248,nl
188,218,DDD:ddd:010852378:mpeg21.didl.xml.gz.xml,1950-10-21,218,../data/1950/10-21/DDD_010852378/DDD:ddd:010852378:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010852378,De waarheid,1950-10-21,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,448,nl
189,219,DDD:ddd:010987735:mpeg21.didl.xml.gz.xml,1950-10-21,219,../data/1950/10-21/DDD_010987735/DDD:ddd:010987735:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010987735,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-10-21,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7997,nl
190,221,DDD:ddd:010480666:mpeg21.didl.xml.gz.xml,1950-10-21,221,../data/1950/10-21/DDD_010480666/DDD:ddd:010480666:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010480666,Het nieuws : algemeen dagblad,1950-10-21,Paramaribo,A.J. Morpurgo,KB C 197,7,2197,nl
191,222,DDD:ddd:110637530:mpeg21.didl.xml.gz.xml,1950-10-21,222,../data/1950/10-21/DDD_110637530/DDD:ddd:110637530:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_110637530,De West : nieuwsblad uit en voor Suriname,1950-10-21,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5236,nl
192,223,DDD:ddd:011155499:mpeg21.didl.xml.gz.xml,1950-10-21,223,../data/1950/10-21/DDD_011155499/DDD:ddd:011155499:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_011155499,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-10-21,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12427,nl
193,224,DDD:ddd:010865454:mpeg21.didl.xml.gz.xml,1950-10-21,224,../data/1950/10-21/DDD_010865454/DDD:ddd:010865454:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010865454,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-10-21,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,99,41,nl
194,225,DDD:ddd:010476416:mpeg21.didl.xml.gz.xml,1950-10-21,225,../data/1950/10-21/DDD_010476416/DDD:ddd:010476416:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010476416,Het nieuwsblad voor Sumatra,1950-10-21,Medan,Deli Courant en De Sumatra post,KB C 937,3,666,nl
195,227,DDD:ddd:010950572:mpeg21.didl.xml.gz.xml,1950-10-21,227,../data/1950/10-21/DDD_010950572/DDD:ddd:010950572:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010950572,Het vrĳe volk : democratisch-socialistisch dagblad,1950-10-21,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1657,nl
196,228,DDD:ddd:110585179:mpeg21.didl.xml.gz.xml,1950-10-21,228,../data/1950/10-21/DDD_110585179/DDD:ddd:110585179:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_110585179,De Telegraaf,1950-10-21,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19658,nl
197,229,DDD:ddd:011218958:mpeg21.didl.xml.gz.xml,1950-10-21,229,../data/1950/10-21/DDD_011218958/DDD:ddd:011218958:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_011218958,De Surinamer : nieuws- en advertentieblad,1950-10-21,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6768,nl
198,230,DDD:ddd:010417691:mpeg21.didl.xml.gz.xml,1950-10-21,230,../data/1950/10-21/DDD_010417691/DDD:ddd:010417691:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010417691,Limburgsch dagblad,1950-10-21,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,248,nl
199,231,DDD:ddd:010554070:mpeg21.didl.xml.gz.xml,1950-10-21,231,../data/1950/10-21/DDD_010554070/DDD:ddd:010554070:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010554070,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-10-21,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,7,302,nl
200,232,DDD:ddd:010891636:mpeg21.didl.xml.gz.xml,1950-10-21,232,../data/1950/10-21/DDD_010891636/DDD:ddd:010891636:mpeg21.didl.xml.gz.xml,../data/1950/10-21/DDD_010891636,Nieuwsblad van het Noorden,1950-10-21,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,247,nl
201,233,DDD:ddd:010554069:mpeg21.didl.xml.gz.xml,1950-10-19,233,../data/1950/10-19/DDD_010554069/DDD:ddd:010554069:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010554069,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-10-19,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,7,301,nl
202,234,DDD:ddd:010476414:mpeg21.didl.xml.gz.xml,1950-10-19,234,../data/1950/10-19/DDD_010476414/DDD:ddd:010476414:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010476414,Het nieuwsblad voor Sumatra,1950-10-19,Medan,Deli Courant en De Sumatra post,KB C 937,3,664,nl
203,235,DDD:ddd:010417689:mpeg21.didl.xml.gz.xml,1950-10-19,235,../data/1950/10-19/DDD_010417689/DDD:ddd:010417689:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010417689,Limburgsch dagblad,1950-10-19,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,246,nl
204,236,DDD:ddd:011210837:mpeg21.didl.xml.gz.xml,1950-10-19,236,../data/1950/10-19/DDD_011210837/DDD:ddd:011210837:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_011210837,De vrije pers : ochtendbulletin,1950-10-19,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,3,23,nl
205,237,DDD:ddd:010950570:mpeg21.didl.xml.gz.xml,1950-10-19,237,../data/1950/10-19/DDD_010950570/DDD:ddd:010950570:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010950570,Het vrĳe volk : democratisch-socialistisch dagblad,1950-10-19,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1655,nl
206,238,DDD:ddd:010852376:mpeg21.didl.xml.gz.xml,1950-10-19,238,../data/1950/10-19/DDD_010852376/DDD:ddd:010852376:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010852376,De waarheid,1950-10-19,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,446,nl
207,239,DDD:ddd:010987733:mpeg21.didl.xml.gz.xml,1950-10-19,239,../data/1950/10-19/DDD_010987733/DDD:ddd:010987733:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010987733,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-10-19,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7995,nl
208,240,DDD:ddd:011185191:mpeg21.didl.xml.gz.xml,1950-10-19,240,../data/1950/10-19/DDD_011185191/DDD:ddd:011185191:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_011185191,De Volksvriend,1950-10-19,"Orange City, Iowa",Henry Hospers,Roosevelt Study Center,77,2,nl
209,241,DDD:ddd:010891634:mpeg21.didl.xml.gz.xml,1950-10-19,241,../data/1950/10-19/DDD_010891634/DDD:ddd:010891634:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010891634,Nieuwsblad van het Noorden,1950-10-19,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,245,nl
210,242,DDD:ddd:011155497:mpeg21.didl.xml.gz.xml,1950-10-19,242,../data/1950/10-19/DDD_011155497/DDD:ddd:011155497:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_011155497,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-10-19,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12425,nl
211,243,DDD:ddd:010865452:mpeg21.didl.xml.gz.xml,1950-10-19,243,../data/1950/10-19/DDD_010865452/DDD:ddd:010865452:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010865452,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-10-19,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,99,39,nl
212,245,DDD:ddd:110637528:mpeg21.didl.xml.gz.xml,1950-10-19,245,../data/1950/10-19/DDD_110637528/DDD:ddd:110637528:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_110637528,De West : nieuwsblad uit en voor Suriname,1950-10-19,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5234,nl
213,246,DDD:ddd:010862761:mpeg21.didl.xml.gz.xml,1950-10-19,246,../data/1950/10-19/DDD_010862761/DDD:ddd:010862761:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010862761,De locomotief : Samarangsch handels- en advertentie-blad,1950-10-19,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,99,39,nl
214,247,DDD:ddd:010537468:mpeg21.didl.xml.gz.xml,1950-10-19,247,../data/1950/10-19/DDD_010537468/DDD:ddd:010537468:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010537468,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-10-19,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,246,nl
215,248,DDD:ddd:110585177:mpeg21.didl.xml.gz.xml,1950-10-19,248,../data/1950/10-19/DDD_110585177/DDD:ddd:110585177:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_110585177,De Telegraaf,1950-10-19,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19656,nl
216,249,DDD:ddd:010480664:mpeg21.didl.xml.gz.xml,1950-10-19,249,../data/1950/10-19/DDD_010480664/DDD:ddd:010480664:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_010480664,Het nieuws : algemeen dagblad,1950-10-19,Paramaribo,A.J. Morpurgo,KB C 197,7,2195,nl
217,251,DDD:ddd:011218957:mpeg21.didl.xml.gz.xml,1950-10-19,251,../data/1950/10-19/DDD_011218957/DDD:ddd:011218957:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_011218957,De Surinamer : nieuws- en advertentieblad,1950-10-19,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6767,nl
218,252,DDD:ddd:011202149:mpeg21.didl.xml.gz.xml,1950-10-19,252,../data/1950/10-19/DDD_011202149/DDD:ddd:011202149:mpeg21.didl.xml.gz.xml,../data/1950/10-19/DDD_011202149,De Tĳd : godsdienstig-staatkundig dagblad,1950-10-19,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34560,nl
219,253,DDD:ddd:010537561:mpeg21.didl.xml.gz.xml,1950-08-12,253,../data/1950/08-12/DDD_010537561/DDD:ddd:010537561:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010537561,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-08-12,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,188,nl
220,255,DDD:ddd:010950512:mpeg21.didl.xml.gz.xml,1950-08-12,255,../data/1950/08-12/DDD_010950512/DDD:ddd:010950512:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010950512,Het vrĳe volk : democratisch-socialistisch dagblad,1950-08-12,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1597,nl
221,256,DDD:ddd:010862707:mpeg21.didl.xml.gz.xml,1950-08-12,256,../data/1950/08-12/DDD_010862707/DDD:ddd:010862707:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010862707,De locomotief : Samarangsch handels- en advertentie-blad,1950-08-12,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,283,nl
222,258,DDD:ddd:110585119:mpeg21.didl.xml.gz.xml,1950-08-12,258,../data/1950/08-12/DDD_110585119/DDD:ddd:110585119:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_110585119,De Telegraaf,1950-08-12,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19598,nl
223,260,DDD:ddd:010417657:mpeg21.didl.xml.gz.xml,1950-08-12,260,../data/1950/08-12/DDD_010417657/DDD:ddd:010417657:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010417657,Limburgsch dagblad,1950-08-12,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,189,nl
224,262,DDD:ddd:011155438:mpeg21.didl.xml.gz.xml,1950-08-12,262,../data/1950/08-12/DDD_011155438/DDD:ddd:011155438:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_011155438,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-08-12,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12367,nl
225,263,DDD:ddd:010987676:mpeg21.didl.xml.gz.xml,1950-08-12,263,../data/1950/08-12/DDD_010987676/DDD:ddd:010987676:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010987676,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-08-12,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7938,nl
226,264,DDD:ddd:010887142:mpeg21.didl.xml.gz.xml,1950-08-12,264,../data/1950/08-12/DDD_010887142/DDD:ddd:010887142:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010887142,Nieuwsblad van het Noorden,1950-08-12,Groningen,Nieuwenhuis,Groninger archieven 649-1318,63,187,nl
227,265,DDD:ddd:010852473:mpeg21.didl.xml.gz.xml,1950-08-12,265,../data/1950/08-12/DDD_010852473/DDD:ddd:010852473:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010852473,De waarheid,1950-08-12,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,388,nl
228,266,DDD:ddd:011210785:mpeg21.didl.xml.gz.xml,1950-08-12,266,../data/1950/08-12/DDD_011210785/DDD:ddd:011210785:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_011210785,De vrije pers : ochtendbulletin,1950-08-12,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,269,nl
229,267,DDD:ddd:010476506:mpeg21.didl.xml.gz.xml,1950-08-12,267,../data/1950/08-12/DDD_010476506/DDD:ddd:010476506:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010476506,Het nieuwsblad voor Sumatra,1950-08-12,Medan,Deli Courant en De Sumatra post,KB C 937,3,632,nl
230,268,DDD:ddd:011218928:mpeg21.didl.xml.gz.xml,1950-08-12,268,../data/1950/08-12/DDD_011218928/DDD:ddd:011218928:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_011218928,De Surinamer : nieuws- en advertentieblad,1950-08-12,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6738,nl
231,269,DDD:ddd:010480606:mpeg21.didl.xml.gz.xml,1950-08-12,269,../data/1950/08-12/DDD_010480606/DDD:ddd:010480606:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010480606,Het nieuws : algemeen dagblad,1950-08-12,Paramaribo,A.J. Morpurgo,KB C 197,7,2137,nl
232,270,DDD:ddd:010865399:mpeg21.didl.xml.gz.xml,1950-08-12,270,../data/1950/08-12/DDD_010865399/DDD:ddd:010865399:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010865399,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-08-12,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,306,nl
233,271,DDD:ddd:011202092:mpeg21.didl.xml.gz.xml,1950-08-12,271,../data/1950/08-12/DDD_011202092/DDD:ddd:011202092:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_011202092,De Tĳd : godsdienstig-staatkundig dagblad,1950-08-12,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34503,nl
234,272,DDD:ddd:010554040:mpeg21.didl.xml.gz.xml,1950-08-12,272,../data/1950/08-12/DDD_010554040/DDD:ddd:010554040:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_010554040,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-08-12,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,272,nl
235,273,DDD:ddd:110637471:mpeg21.didl.xml.gz.xml,1950-08-12,273,../data/1950/08-12/DDD_110637471/DDD:ddd:110637471:mpeg21.didl.xml.gz.xml,../data/1950/08-12/DDD_110637471,De West : nieuwsblad uit en voor Suriname,1950-08-12,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5176,nl
236,274,DDD:ddd:010865458:mpeg21.didl.xml.gz.xml,1950-10-26,274,../data/1950/10-26/DDD_010865458/DDD:ddd:010865458:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010865458,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-10-26,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,99,45,nl
237,275,DDD:ddd:010950576:mpeg21.didl.xml.gz.xml,1950-10-26,275,../data/1950/10-26/DDD_010950576/DDD:ddd:010950576:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010950576,Het vrĳe volk : democratisch-socialistisch dagblad,1950-10-26,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1661,nl
238,276,DDD:ddd:011155503:mpeg21.didl.xml.gz.xml,1950-10-26,276,../data/1950/10-26/DDD_011155503/DDD:ddd:011155503:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_011155503,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-10-26,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12431,nl
239,277,DDD:ddd:010852382:mpeg21.didl.xml.gz.xml,1950-10-26,277,../data/1950/10-26/DDD_010852382/DDD:ddd:010852382:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010852382,De waarheid,1950-10-26,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,452,nl
240,278,DDD:ddd:010417695:mpeg21.didl.xml.gz.xml,1950-10-26,278,../data/1950/10-26/DDD_010417695/DDD:ddd:010417695:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010417695,Limburgsch dagblad,1950-10-26,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,252,nl
241,279,DDD:ddd:010554072:mpeg21.didl.xml.gz.xml,1950-10-26,279,../data/1950/10-26/DDD_010554072/DDD:ddd:010554072:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010554072,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-10-26,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,7,304,nl
242,280,DDD:ddd:011202155:mpeg21.didl.xml.gz.xml,1950-10-26,280,../data/1950/10-26/DDD_011202155/DDD:ddd:011202155:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_011202155,De Tĳd : godsdienstig-staatkundig dagblad,1950-10-26,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34566,nl
243,281,DDD:ddd:010891640:mpeg21.didl.xml.gz.xml,1950-10-26,281,../data/1950/10-26/DDD_010891640/DDD:ddd:010891640:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010891640,Nieuwsblad van het Noorden,1950-10-26,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,251,nl
244,282,DDD:ddd:010476420:mpeg21.didl.xml.gz.xml,1950-10-26,282,../data/1950/10-26/DDD_010476420/DDD:ddd:010476420:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010476420,Het nieuwsblad voor Sumatra,1950-10-26,Medan,Deli Courant en De Sumatra post,KB C 937,3,670,nl
245,283,DDD:ddd:010537474:mpeg21.didl.xml.gz.xml,1950-10-26,283,../data/1950/10-26/DDD_010537474/DDD:ddd:010537474:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010537474,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-10-26,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,252,nl
246,284,DDD:ddd:010862767:mpeg21.didl.xml.gz.xml,1950-10-26,284,../data/1950/10-26/DDD_010862767/DDD:ddd:010862767:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010862767,De locomotief : Samarangsch handels- en advertentie-blad,1950-10-26,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,99,45,nl
247,285,DDD:ddd:010480670:mpeg21.didl.xml.gz.xml,1950-10-26,285,../data/1950/10-26/DDD_010480670/DDD:ddd:010480670:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010480670,Het nieuws : algemeen dagblad,1950-10-26,Paramaribo,A.J. Morpurgo,KB C 197,7,2201,nl
248,287,DDD:ddd:011218960:mpeg21.didl.xml.gz.xml,1950-10-26,287,../data/1950/10-26/DDD_011218960/DDD:ddd:011218960:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_011218960,De Surinamer : nieuws- en advertentieblad,1950-10-26,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6770,nl
249,288,DDD:ddd:110585183:mpeg21.didl.xml.gz.xml,1950-10-26,288,../data/1950/10-26/DDD_110585183/DDD:ddd:110585183:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_110585183,De Telegraaf,1950-10-26,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19662,nl
250,289,DDD:ddd:011185192:mpeg21.didl.xml.gz.xml,1950-10-26,289,../data/1950/10-26/DDD_011185192/DDD:ddd:011185192:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_011185192,De Volksvriend,1950-10-26,"Orange City, Iowa",Henry Hospers,Roosevelt Study Center,77,3,nl
251,290,DDD:ddd:110637534:mpeg21.didl.xml.gz.xml,1950-10-26,290,../data/1950/10-26/DDD_110637534/DDD:ddd:110637534:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_110637534,De West : nieuwsblad uit en voor Suriname,1950-10-26,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5240,nl
252,292,DDD:ddd:010987739:mpeg21.didl.xml.gz.xml,1950-10-26,292,../data/1950/10-26/DDD_010987739/DDD:ddd:010987739:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_010987739,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-10-26,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,8001,nl
253,293,DDD:ddd:011210842:mpeg21.didl.xml.gz.xml,1950-10-26,293,../data/1950/10-26/DDD_011210842/DDD:ddd:011210842:mpeg21.didl.xml.gz.xml,../data/1950/10-26/DDD_011210842,De vrije pers : ochtendbulletin,1950-10-26,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,3,29,nl
254,294,DDD:ddd:010852482:mpeg21.didl.xml.gz.xml,1950-08-24,294,../data/1950/08-24/DDD_010852482/DDD:ddd:010852482:mpeg21.didl.xml.gz.xml,../data/1950/08-24/DDD_010852482,De waarheid,1950-08-24,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,398,nl
255,295,DDD:ddd:011155448:mpeg21.didl.xml.gz.xml,1950-08-24,295,../data/1950/08-24/DDD_011155448/DDD:ddd:011155448:mpeg21.didl.xml.gz.xml,../data/1950/08-24/DDD_011155448,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-08-24,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12377,nl
