Unnamed: 0_x,type,text,article_name,date,index_article,article_filepath,dir,Unnamed: 0_y,metadata_title,index_metadata,metadata_filepath,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
104860,p,"Tuinmeubelen te koop, 4 faut. en tafel, verschill. kleuren, lage prijs. Spooriaan 16, Bussum. T© koop in pr. st. 1 jongensrjjw., 1 meisjesrflw., 2 herenrijw., 1 damesrjjw. ƒ 45, 1 heren sportfiets. Noorderweg 1, Bussum. Te koop weg. plaatsgebr in z. g. st. tandem, nieuwe banden. Prijs ƒ PO. Spotkoopje. Veldw. 27, Bussum. Te koop aangeb. electr. Singer naaimach. of ruilen v. electr. tafelnaaimachine. Mevr. Witsen-Geisbeek, O. Blaric.weg 22, Naarden. Te koop aangeb. motorrijwiel Sparta, 98 c.c., in pr. staat. Na 5 uur 's avonds, Heidelaan 7, Bussum. Te koop 4 p. Ford Junior '39, uiterl. en mech. prima in orde. Alleen voor part. Hulweg 64, Huizen. Te koop 4 bekl. stoelen ƒ 35, wasb. geh. compleet ƒ 30, vulkach. m. pijp en pl. f 20. Nw. Buss.weg 66, Huizen. Te koop aangeb. vergrote 8.M., z.g.a.n., in prima staat Geh. compl. Tel. 4389 Hilv. Prachtige pltriet kinderwagen te koop ƒ 70. v. Musschenbroekstraat 3, Hilv. Te koop roeiboot, puntmodel. M. Hendriks, Kortenhoef 140. Mooi bekl. wieg te koop aangeboden. Prijs ƒ 25. Koningsstraat 125, Hilversum. Te koop motorrijwiel H.D. 350 cc, v. Delfts kinderw., onbekl. houten wieg, 3-dellg stel vazen, Delfts blauw, 1 Chinese vaas. Van 't Hoffstraat 26, Hilversum. Te koop een ringspoel trapnaaimach. industry. Is ook te ruilen tegen goede h&ndnaaimach. Van Meurs, Zuiderweg 93, Hilversum. Te koop Jubileum Eysink 125 cc. gerev. Geuzenweg 183, Hilversum. Te koop herenrjjwiel, nw. banden, kettingkast en Torpedonaaf ƒ 50. Vermeerlaan 42, Hilversum. Te koop pr. dulvenklok en duivenmand, z.g.a.n., 14 const. Te bevr. Palmstr. 17, Hilv., van 2 tot 6 u. n.m. Te koop gr. br. dekzeil, 4 x 6 m. P. de Hooghlaan 54, tel. 4866, Hilversum. Voor de baby: een pracht kinderwagen, z.g.a.n. Br. no. 712 Het G. en 0., Hilv. Te koop aangeb. goed onderh. kinderwagen, crème. Tel. 7244, Hilversum. Te koop grote hutkoffer, z.g.a.n. ƒ 75. Beyerincklaan 2, Hilversum. Te koop aangeb. kinderwagen ƒ 17.50. Eikbosserweg 76, Hilversum. Te koop trouwcostuum m. 48, als nieuw. Landstr. 37, Bussum, of tel. 6233. Tandem te koop. Maxwell, z.g.a.n. Vermeerl. 2, Naarden Te koop kinderwagen merk Jonkers, als nw; box m. vL, als nw; autoped, ijzersterk m. zware mass. banden, 3 buitenbanden, 28 x IM, nw. Koningslaan 7, Bussum. Te koop mass. eik. hnisk.- ameubl., best. uit 4 stoelen, 2 faut., uittrektafel, dfess., tlieerneubel en spiegel ƒ 275. Na 6 uur, K. P. C. de Bazelstraat 50, Bussum. Aangeboden herenriiwiel, in pr. staat. Mauvezand 7, Laren. Na 7 uur. Te koop z.g.a.n. kampeerwagen, afm. 4x2x2 mtr, gestoff. m. uitklapb. keuken en bijbeh. auto, alles met nieuwe banden ƒ 2250. Neuweg 87, Hilversum. Aangeb. opklapbed m. ombouw ƒ 32.50, serveerboy ƒ 25, Indianenpak v. leeft. 8-10 j. ƒ 10. Mevr. Schuur, Schapendrift 23, Laren. Weg. aansch. auto van part. te koop Rudge 600 c.c. K.K., prima snelle machine. Leemzeulder 8, Laren. 7—B uur, Tel. 2763. Te koop 500 cc Triumph kopkl. Gr. Gerritsweg 4, Laren. Zeilboot (Sharpie-model) te koop of te huur. Rob Box, Bussummergrindw. 35, Hilv. Tel. 8787. Aangeb. z.g.a.n. wit em. kolenfornuis, t.e.a.b. Café De Karseboom', Utrechtsew. 263, Holl. Rading. Tel. 2957- 207. Te koop gebr. Electro-Lux koelkast, 80 Itr ƒ 450, 220 V. Hilvertsw. 24, tel. 5568, Hilv. Kantoorlessenaar te koop gevraagd. Liefst met laden. Br. 754 Het G. en 0., Hilv. Te koop japonnen, regenmantel, lange mantel, mantelrokjes, rokken, damesschoenen en 14 gordijntjes. Te bevr. Vliegweg 3a, Blaricum. Te koop 1-tons luchtbandenwagen, prima banden, ijzersterk. Hoge Laarderweg 124, Bussum. Te koop gr. linnenkast m. lade, eiken boekenkast 1. 160 cm, artist. hanglamp m. shantung, kippennachthok. Alles aardige stijl. Holl. Rading, Oost 91. Tel. 241.",DDD_011155373_0076_articletext.xml,1950-05-27,138502,../data/1950/05-27/DDD_011155373/DDD_011155373_0076_articletext.xml,../data/1950/05-27/DDD_011155373,70.0,DDD:ddd:011155373:mpeg21.didl.xml.gz.xml,1258.0,../data/1950/05-27/DDD_011155373/DDD:ddd:011155373:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-05-27,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79.0,12302.0,nl
105126,title,Stichting van de Arbeid acht kolenvoorschot aan te bevelen,DDD_011155373_0132_articletext.xml,1950-05-27,138587,../data/1950/05-27/DDD_011155373/DDD_011155373_0132_articletext.xml,../data/1950/05-27/DDD_011155373,70.0,DDD:ddd:011155373:mpeg21.didl.xml.gz.xml,1258.0,../data/1950/05-27/DDD_011155373/DDD:ddd:011155373:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-05-27,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79.0,12302.0,nl
105972,title,Schippersknecht door kolendamp vergiftigd,DDD_110584798_0134_articletext.xml,1950-01-28,138890,../data/1950/01-28/DDD_110584798/DDD_110584798_0134_articletext.xml,../data/1950/01-28/DDD_110584798,73.0,DDD:ddd:110584798:mpeg21.didl.xml.gz.xml,1261.0,../data/1950/01-28/DDD_110584798/DDD:ddd:110584798:mpeg21.didl.xml.gz.xml,De Telegraaf,1950-01-28,Amsterdam,Dagblad De Telegraaf,KB C 98,53.0,19434.0,nl
105973,p,"GOUDA, 27 Jan. — In het vooronder van het schip „Amsterdam I"". dat gemeerd lag te Gouda, werd Donderdag het levenloos lichaam ontdekt van de 25-jarige schippersknecht W. Bijl uit de Barentszstraat te Amsterdam. Als doodsoorzaak weid kolendampvergiftiging vastgesteld. Het slachtoffer had de met vetkolen gestookte kachej te veel afgesloten, waardoor kolendamp ontstond.",DDD_110584798_0134_articletext.xml,1950-01-28,138890,../data/1950/01-28/DDD_110584798/DDD_110584798_0134_articletext.xml,../data/1950/01-28/DDD_110584798,73.0,DDD:ddd:110584798:mpeg21.didl.xml.gz.xml,1261.0,../data/1950/01-28/DDD_110584798/DDD:ddd:110584798:mpeg21.didl.xml.gz.xml,De Telegraaf,1950-01-28,Amsterdam,Dagblad De Telegraaf,KB C 98,53.0,19434.0,nl
106685,p,"Bouwgrond te koop gevraagd voor kl. villa, in of bi) Hilversum. Br. no. 689 De Gooi, Hilv. Te koop aangeboden WOONHUIS met werkpl. opp."" werkpl. 200 m 2, vrjj te aanv., centr. Bussum. Koops. ƒ 25.000. Inlicht. Th, Siewe, Mak., Bussum, Rostocklaan 2. Te koop aangeboden GEMEUB.' LANDHUIS vry gel. tussen Bussum en Huizen. Aamfl. spoedig. Koops. ƒ 25.000. InL Th. Siewe, Malo,, Bussum, Rostocklaan 2 hoek Albrechtl. Ter overname aangeboden BONTJAS kalf, voor middenfiguur. Prfls ƒ 425. Br. no. 595 De Gooi, Hilv. Te koop of te huur „CHOCOLATERIE'' Zeer geschikt voor banketb. Brieven no. 549 De Gooi, Hilversum. Te koop gevraagd LANDHUISJE aan de grens van stad. Spoedig aanvaardb., liefst in 't Gooi. Br. Groenekanseweg 97, De Bilt. Zelfbewoning Mod. woonhuis met tuin, Hilversum, bij Gijsbr. v. Amstelstraat. Prijs ƒ 11 mille.'lnlicht. Makel. VAN WELY & Co., P. de Hooghlaan SS, Hilv:, Tel. 7928. Te koop wit email kolenfornuis ln prima staat, tegen elk aannemelijk bod. Javalaan 38, TeL 5927, Hilv. Grote GARAGE of Bergplaats (géén werkplaats) te huur aangeb., omgev. Vaartweg. Br. no. 583 De Gooi, HJlv. WONINGRUIL Bussum—Bussum Aangeb. nieuwe woning, bev. 5 kam., keuk., douche- Al, voor- en achtertuin, ƒ 7 p. week. Gevraagd fl. woning met ruimte v. werkpL Ook gen. te kopen. Br. Bu 1512 De Gooi, Bussum. Gevraagd ln gezin met drie kinderen HUISHOUDSTER of flink MEISJE v. d. en n. Goed kunn. koken en zelfst kunn .werken. Hulp van werkster aanwezig. Br. Bu 1524 De Gooi, Bussum. Zeer mooie rasechte Duitse herder reu, ter dekking van soortgelijke hond, tegen eerste keus nest aangeb. Br. no. 585 De Gooi, Hilv. of TeL 4789. Gevraagd een Banketbakkers*leerllng B. VERSTEEG, Bosdrlft 106 Hilversum. H.H. Zelfreparateurs van Rijwielen Wtf leveren U alle onderdelen, banden, enz., met grote reductie. Br. no. 588 De Gooi, Hilv. Dame Wouta biedt zich aan, bfl dame, heer of klein gezin. Prima ref. Br. no. 590 De Gooi, Hilversum.",DDD_011155273_0134_articletext.xml,1950-01-28,139203,../data/1950/01-28/DDD_011155273/DDD_011155273_0134_articletext.xml,../data/1950/01-28/DDD_011155273,74.0,DDD:ddd:011155273:mpeg21.didl.xml.gz.xml,1262.0,../data/1950/01-28/DDD_011155273/DDD:ddd:011155273:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-01-28,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78.0,12202.0,nl
106778,p,"Bouwgrond te koop gevraagd voor kl. villa, in of bfl Hilversum. Br. no. 589 De Gooi, Hilv. Te koop aangeboden WOONHUIS met werkpl. opp.' werkpl. 200 m 2, vrfl te aanv., centr. Bussum. Koops. ƒ 25.000, Inlicht. Th. Siewe, Mak., Bussum, Rostocklaan 2. Te koop aangeboden GEMEUB.' LANDHUIS vry gel. tussen Bussum en Huizen. Aanvi. spoedig. Koops. ƒ 25.000. Inl. Th. Siewe, Mak.,. Bussum, Ros| tocklaan 2 hoek Albrechtl. Ter overname aangeboden BONTJAS kalf, voor middenfiguur. Prtjs f 425. Br. no. 595 De Gooi, Hilv. Te koop of te huur „CHOCOLATERIE"" Zeer geschikt voor banketb. Brieven no. 549 De Gooi, Hilversum. Te koop gevraagd LANDHUISJE aan de grens van stad. Spoedig aanvaardb., liefst in 't Gooi. Br. Groenekanseweg 97, De Bilt. Zelfbewoning Mod. woonhuis met tuin, Hilversum, bij Gijsbr. «. Amstelstraat. Prijs ƒ 12 mille.'lnlicht. Makel. VAN WELY & Co., P. de Hooghlaan 23, Hilv., Tel. 7928. Te koop wit email kolenfornuis in prima staat, tegen elk aannemelijk bod. Javalaan 38, Tel. 5927, Hilv. Grote GARAGE of Bergplaats (géén werkplaats) te huur aangeb., omgev. Vaartweg. Br. no. 583 De Gooi, Hilv. . WOMNGRUIL Bussum—Bussum Aangeb. nieuwe woning, bev. 5 kam., keuk., douchecel, voor- en achtertuin, f 7 p. week. Gevraagd fl. woning met ruimte v. werkpl. Ook gen. te kopen. Br. Bu 1512 De Gooi, Bussum. Gevraagd ln gezin met drie kinderen HUISHOUDSTER of flink MEISJE v. d. en n. Goed kunn. koken en zelfst. kunn .werken. Hulp van werkster aanwezig. Br. Bu 1524 De Gooi, Bussum. Zeer mooie rasechte Duitse herder reu, ter dekking van soort geljjke hond, tegen eerste keus nest aangeb. Br. no. 585 De Gooi, Hilv. of TeL 4789. Gevraagd een Banketbakkers-leerling B. VERSTEEG, Bosdrift 106 Hilversum. H.H. Zelfreparateurs van Rijwielen Wtf leveren U alle onderdelen, banden, enz., met grote reductie. Br. no. 588 De Gooi, Hilv. Dame huisboudster biedt zich aan, bfl dame, heer of klein gezin. Prima ref. Br. no. 590 De Gooi, Hilversum.",DDD_011155273_0162_articletext.xml,1950-01-28,139238,../data/1950/01-28/DDD_011155273/DDD_011155273_0162_articletext.xml,../data/1950/01-28/DDD_011155273,74.0,DDD:ddd:011155273:mpeg21.didl.xml.gz.xml,1262.0,../data/1950/01-28/DDD_011155273/DDD:ddd:011155273:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-01-28,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78.0,12202.0,nl
107137,p,"Behalve de gebruikelijke gegevens dient het adres de vermelding te bevatten: aan boord van het troepenschip „Tabirvta"" op thuisreis r.iair Nederland. De naam van de vermoedelijke tussenhaven mag dus niet worden vermeld. HAVEN VAN HARLINGEN 27 Januari. Aangekomen: Eng. s.s. „Falcon"" n>et stukgoederen van Londen; Ned. m.s. „Birmingmam"" ledig van Amsterdam; Ned. m.s. „Gaasterlarvd"" met kolen van Goo'.e.",DDD_010612570_0148_articletext.xml,1950-01-28,139352,../data/1950/01-28/DDD_010612570/DDD_010612570_0148_articletext.xml,../data/1950/01-28/DDD_010612570,,,,,,,,,,,,
108046,p,"De koopsom zal voor deze drijvende flat, inclusief sanitaire- en installaties, kolenbunker en kelder niet meer bedragen dan ƒ 12750.—, terwijl het Ingenieursbureau hiervan desgewenst een derde gedeelte op hypotheek zal verzorgen.",DDD_010475540_0053_articletext.xml,1950-01-28,139598,../data/1950/01-28/DDD_010475540/DDD_010475540_0053_articletext.xml,../data/1950/01-28/DDD_010475540,76.0,DDD:ddd:010475540:mpeg21.didl.xml.gz.xml,1265.0,../data/1950/01-28/DDD_010475540/DDD:ddd:010475540:mpeg21.didl.xml.gz.xml,Het nieuwsblad voor Sumatra,1950-01-28,Medan,Deli Courant en De Sumatra post,KB C 937,3.0,472.0,nl
108456,p,"Washington, 27 Januari (A.F.P.) — De algemeen leider der mijnwerkers-organisaties, John Lewis, heeft Donderdag bekend gemaakf, dat hij het aanbod der mijneigenaren in de Noordelijke en Westelijke staten, tot het heropenen van de besprekingen aangaande het afsluiten van een nieuw collectief contract, zal accepteren. •De besprekingen zullen 1 Februari te Washington aanvangen. Onder de huidige omstandigheden worden de mijnwerkers beroofd van de lonen, welke zij zo hard nodig hebben, terwijl er tevens een tekort heerst aan kolen. Er zij:: mijnwerkers in staking.",DDD_010862595_0021_articletext.xml,1950-01-28,139700,../data/1950/01-28/DDD_010862595/DDD_010862595_0021_articletext.xml,../data/1950/01-28/DDD_010862595,77.0,DDD:ddd:010862595:mpeg21.didl.xml.gz.xml,1266.0,../data/1950/01-28/DDD_010862595/DDD:ddd:010862595:mpeg21.didl.xml.gz.xml,De locomotief : Samarangsch handels- en advertentie-blad,1950-01-28,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98.0,125.0,nl
108511,p,"NEW YORK. 27 Januari. — Nof steeds Is de handel afwachtend door de kolensituatie en de stakingen, er waren dan ook fracttonele koerswijzigingen te zien naar be»de zijden. In de namiddag kregen de fractionele koersstijgingen de overhand door <le lets ruimere vraag. Staalfondsen «tegen in de verwachting, dat een prijsstijging alt jaar mogelijk ls. De beurs sloot goed prijshoudend. . - _ Omzet - .-4 27/1 26/1 27/1 56/1 Air Red. 23 21% M«ltg.W 65% 55% All.Chera. 204 203% N£lst J 8 37% Ai.Oorn 54 64 - N-Dairy 38% 38% a}£c«iÏ. 118% 115 Nat.Dlit 22% 22% xSiCJ 27 2(1% N.Steei 83% 88% XSioüi 62% 52%N.*.CJt 12% 12% ArnXoc. 15% 15% 1d.4% % 62%- 62 Am .Met. 32140 32-/, 108V,bl08%b 136% 135% Nort.W 50% 50 AmJtad. 11 14 N-AJn.C 1»% 19% AmJB Re 54% 64% Nor Jae. 18% 18% Am.Bug. 38% 38% Pac.Gas 33% 33% Am.T.T. 148% 148% P»cXlßhl 53% . 53% Am.Tob. 74% 74% Pack.M. 4% 4% AmViae. 71% 71% Param. 18 19 An.Copp. 28% 28% ,""% 17% ArmcoSt 29% 29% Ph-Dodge 49% 49% At.Top. 104% 104% Ph.Petl 58 58% BaldwJL 12 12 Pr.Gam. «1% 82% Balt.Oh. U 11 Pub-SNJ 25% 2a% 1d.4%% 51 51% PureOll 27% 27% Benflx 37 36% RadloC 13% 13% Beth St 33% 32% RemJld. 12% 12 % Bo*ing 25% 25*Rep.St 24% 24% Can.Paa I#% 15% Seare R 42 <2% CerroP. 19% 19Va Shell 35% 35% Ch-N-Bk. 38% 36% Sincleil 22% 22% Cb.Ohio £0% 30% t>oc.Vao. 16% 16% Chrysler 63 H 63% SoutJ'ac 52% 51% ComJCd. 30% 30% «t 4%% 9H% 86% ConaXd. »% 29% Soutüw. 30 55% Cont.Cao. 37% 37%gpen7 27 27% Curt-Wr. 8% 8% Stand.Bi 21% 22% DougAlX 71* 73% St.ONJ 86% 66% DupJ4. 61% 61% Sterl-Pt 37£ 37% Eaatm.K. 45% 48% Studeb. 26% 26% GenXl. 42% 42% Texas C *>0% 59% Gen.Fd 49 49 T»a«w 24 24 Genoot 72% 71% Un-Pac. 83% 83% Good V. 45% 45% ünjurcr 25% 24% Gr_NorU) 42ii 42% tn.Carb 43* 42'4 GuliOll 61% 61% Un.Corp 3% 3% Uuds-Mt 15 14% UnJruit 57% 57% lnUHarv 27% 27% Un.Gas 20% 26% Ïnt-NICK. 28% 23 OJJJtubö 41 40% Int Pap 35% 34% 28% 28 1.T.1 12% 12 Id.pret. 141% 140' i JMam 46% 46% WJennt, 25% 25% Kennec. 54% 54 W.Un-A. 21% 20% LOCK-A. 24% 24% Woolw. 49% 49% TAid.Cont 40% 40% Vng-Sh 75% 74% goederenmarkt CHICAGO 27/1 26/1 25/1 Tarwe Mrt. 217% 217% 217% Mei 210% 211% 211% Juli 1»0% 140% 190% Mal» Mrt. 128% 129% 123% Mei 127% 127% 126% Juli 125% 125% 124% Haver Mrt. 71% /2b 71% Mei 68% 68% «7% Juli 62 62% «1% NEW VORK Katoen loco 32.23 32.29 2225 Mrt. 31.30 31.36 31.31 Mei 3128% 31.35 31.31 NEW ORLEANS Katoen loco 31.30 31.35 31-30 Juli 30.54 30.68 30.64 NEW YORK Rubber loco — 18% n U*n Mrt. 18.5f1g 18.2ïg Mei 18.12 g V- 1744 Suiker ctr. 5 Mrt. 530 5.28 n »-29 n Mei 5.32 n S3ln 5-12 n idem contr. 4 Mru 4.72 n 4.74 4.78 g Mei 4.65 n 4.69 n . 4.73 g Cacao Bahia 13.72 g 184» % 1829 Accra 1815 g 17 90g 17.80 Mrt. 18.05 g 17.80 1770 Mei 17£5 g 17.72% 17.60 NEW YORK Koffie Santoe Mrt 46.50 g 47.00 J 46.ï15n Mei 43.00 n 45.23 n 45.15 n Idem no. 2 loco 82 25n' 52 25n 52.00 n S Contract Mrt. 48.fi0n 40.71 n 48.55 g Mei 48.56 g 48.71 n 46.6Gg Katoenolle loco — — — Mrt. 13.23 b 13.28 1310 Mei 1323 13 20b 1314 Terpentijn loco 53 52% 52% Talk extra loco 6% 6% fl% Schellak inl. loco 44n 44n 44n Hara Grade F «25 625 «25 Lijnolie 1000 16.9 10.9 17.1 DOW lONM 37/1 26/1 25/1 J 4/1 Induatrlala ~ li 9 08 198 53 198.39 11W.C2 Sporen 54.82 54.55 54.51 55.15 Bonda I'Jl.Hl 101.95 101.98 102.11 litllltlee 41.87 4163 41.48 41.65 Commodlt ' 134.62 134.73 134 34 131.38 Moodjr 355.01 353.0 355.1 1541",DDD_011199689_0150_articletext.xml,1950-01-28,139725,../data/1950/01-28/DDD_011199689/DDD_011199689_0150_articletext.xml,../data/1950/01-28/DDD_011199689,78.0,DDD:ddd:011199689:mpeg21.didl.xml.gz.xml,1267.0,../data/1950/01-28/DDD_011199689/DDD:ddd:011199689:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-01-28,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105.0,34341.0,nl
108639,p,"ZOEKT U EIKEN-, BEUKEN. OF VURENHOUT, Triplex, Fineer of Board? Ie Zaansche Houthandel Tollensstraat 5 telef 81997, A'dam. UW SPIRAALMATRAS opklapbaar maken. Smederij Balk. v. Oldenbarncveldtstraat 79, A'dam. tel 86460. REPAREREN EN BEKLEDEN van meubelen, prima stoffeerwerk. Jan 'van der Lubbe, Reguliersgracht 63, A'dam telefoon 33613. DUBBEL DIVANBED, onderste bed inklapbaar Geen / 92.50 doch / 62.50 per stel. Bedderimagazijn „Het Westen"". Bilderdijkstraat 185, telef. 85367, Amsterdam, KACHELSMID. Reparatie» billijk. Balk, v Oldenbarneveldstraat 79. tel. 86460 GLAS IN LOOD van Kroonenburg maakt Uw woning gezelliger. Gov. FUnckstraat 66. telef. 20835. A'dam Sinda 1922. SIGAREN. I<£ uur genot met onze 0.20 Vorrt Corona, 't Penalenhuis, Blasiusstraat 24 Amsterdam. Geen filialen GORDIJNRAILS, roeaen «teunen. spiraal, ja kortom illes voor Uw woning levert U Th. Bartellngs, Ijzerhandel. Elandsgracht 144. A'aam- Z. Tel. 32194 Ook electrische jrtikelen, Phllips-lampen. alsmede TL-buizen compleet leverbaar. • NEEMT NU REEDS EEN SPAARKAART VOOR UW KOLEN voor het volgende laar Fa. Redelaar. I.pnbaansgracht 166, telef. 32414, Amsterdam. WIJ GRAVEREN ALLKSI Herblot, Nassaukade 123. Am. sterdam. Tel. 81840. RÓTISSERIE „LA MèRE BENELUX**, Korte Leidtedw.rsstraat 24 bv.. Amsterdam. Res 4817* (K 2900). Zondtfi geopend van 8.30—11 uur MAISON BCHEFFER. Ruim 30 jaar dameskapper. Boter <enre haarverzorging D* idelite oliën voor Uw permanent en Cold Wave v«nai > B.—. Volmaakt echte k'euren bij verven en opblonden Speciaal New Look-kapsels Nassaukade 12] t/o Raampoort, telef (1291. A'dam-W. KÓPER. EN BRONSWERKLN voor winkel-installaties Alle metalen artikelen, mali vitrines, standaards. »nz. Sierwerk in diverse metalen. Atelier voor kunstnijverheid' J. J de Gauw, Elandsgracht 130. tel 34956 A'dam. BED DEN REPARATIE. In Aén dag gereed. Telefoon 4U363. Groens Beddenmagazijn alleen Westerstraat 198, Amstèrdam. POPPENREPARATIES ln drie dagen gereed ; In elxe pop een mamastem ƒ 1 25. Op elke pop een pruikle met pijpekrullen v.a / 1.70 Het Kinderparadijs Nieiuvendiik 157, recht tegenover Cinema Royal. tel. 48569. A'dam NAAIMACHINES Verhuren, inkoop, verkoop en rep Naaimachinemotoren gemanke. ] lijke betaling. N, Masten- 1 broek, Nw. Leliestraat 136 telefoon 44540, A'dam.",DDD_011199689_0175_articletext.xml,1950-01-28,139786,../data/1950/01-28/DDD_011199689/DDD_011199689_0175_articletext.xml,../data/1950/01-28/DDD_011199689,78.0,DDD:ddd:011199689:mpeg21.didl.xml.gz.xml,1267.0,../data/1950/01-28/DDD_011199689/DDD:ddd:011199689:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-01-28,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105.0,34341.0,nl
109858,p,"dagen komt in de Tweede Ka- het wetsontwerp „Regelen om- l Ondernemingsraden"" aan de orde, Nu'oor ondernemingen met 25 of meer v*rnv emers net instellen van deze raden S? t oplegt. Een kleine toelichting «e lezer is nodig. Wie veronderstelde ent, dat deze de arbeiders een gro- S .Medezeggenschap zouden verzeke°l> j. er gladweg naast. De inhoud komt et volgende neer: v 6 arbeiders hebben niets, de onderv ""her heeft alles te zeggen. De leden Cf .^e raad worden op zeer ondemoj atische wijze gekozen. De ondernei V'au 's voorzitter van de raad. Be-9 Vo't een lid hem niet, dan kan hy dit 5j orflragen voor schorsing of ont• (U e raad moet zorgdragen, dat , ,) °hdernemer flink winst maakt en Ihl **c strÜ<l van de arbeiders wordt sengegaan. de regering er van heeft afge'''Sa.m Wet „Publiekrechtelijke Bedrijfs""Ht? atie"" en het ontwerp „Onderne(flat aden"" in één wet °P te nemen e^°u te veel in de gaten lopen) zijn de (()., 'n werkelijkheid een onderdeel van *it(k ,hevelwet. In de Toelichting op de %t • n ze&t de regering onomwonden, 11 e toekomst aan de daarvoor in <>rg^erking komende publiekrechtelijke &\ve n een belangrijke taak wordt toe-2611 met betrekking tot de ondernejj Ksratjen „_ JW a erPers gaan er van uit als zou- en, kapitaal gelijke belangen Ie ' Volgens deze redenering zouden ?eH *rkers belang hebben bij hoge prij- Joqjj J-1 winsten, die ten koste van hun 6t>be °rden gemaakt. Zij zouden belang **eft DiJ ontslag, dat de ondernemer \ > Zodra hij tot de ontdekking komt, \m*; betrokken arbeider hem geen of ~°ende winst oplevert. Eenvoudig ekf de D-u-w--arbeider, de steun- J*«lfij er, de kolensjouwer enz. zouden de- belangen hebben als de aandeelih et,s, de millionnairs.",DDD_010850924_0114_articletext.xml,1950-01-28,140218,../data/1950/01-28/DDD_010850924/DDD_010850924_0114_articletext.xml,../data/1950/01-28/DDD_010850924,81.0,DDD:ddd:010850924:mpeg21.didl.xml.gz.xml,1271.0,../data/1950/01-28/DDD_010850924/DDD:ddd:010850924:mpeg21.didl.xml.gz.xml,De waarheid,1950-01-28,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9.0,226.0,nl
109943,p,Kolen delven niet water,DDD_010850924_0099_articletext.xml,1950-01-28,140245,../data/1950/01-28/DDD_010850924/DDD_010850924_0099_articletext.xml,../data/1950/01-28/DDD_010850924,81.0,DDD:ddd:010850924:mpeg21.didl.xml.gz.xml,1271.0,../data/1950/01-28/DDD_010850924/DDD:ddd:010850924:mpeg21.didl.xml.gz.xml,De waarheid,1950-01-28,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9.0,226.0,nl
