,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,accuracy_selection,text,text_clean,type,energy,sentiment
150,171,2775,2775,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167/DDD_011005167_0320_articletext.xml,DDD_011005167_0320_articletext.xml,1,1994-06-21,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167,1345650,3321.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167/DDD:ddd:011005167:mpeg21.didl.xml.gz.xml,DDD:ddd:011005167:mpeg21.didl.xml.gz.xml,Heerenveen,1994-06-21,143.0,nl,J. Hepkema,Groninger archieven,Nieuwsblad van Friesland : Hepkema's courant,107.0,0.10528563414023134,"Oost- en Midden-Europa is van eminent belang voor de verdere expansie van de gasindustrie. In die landen wordt momenteel hard gewerkt aan de ombouw van de energievoorziening van steen- en bruinkool naar een andere brandstof. Gas heeft prioriteit, maar olie is eveneens als alternatief in de markt. ""Als gas niet tijdig kan worden geleverd, zit het er dik in dat ze voor olie kiezen. En dan ben je zo weer twintig jaar verder. Het is een race tegen de tijd, maar de plannen van Gazprom sporen perfect met onze inzichten. De Oost- en Middeneurbpese markt mag niet verloren gaan.""",en is van eminent belang voor de verdere expansie van de in die landen wordt momenteel hard gewerkt aan de van de energievoorziening van en naar een andere brandstof gas heeft prioriteit maar olie is eveneens als alternatief in de markt als gas niet tijdig kan worden geleverd zit het er dik in dat ze voor olie kiezen en dan ben je zo weer twintig jaar verder het is een race tegen de tijd maar de plannen van sporen perfect met onze inzichten de en markt mag niet verloren gaan,p,Y,PO
151,172,3349,3349,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-03/DDD_010638168/DDD_010638168_0075_articletext.xml,DDD_010638168_0075_articletext.xml,1,1994-06-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-03/DDD_010638168,1314219,3240.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-03/DDD_010638168/DDD:ddd:010638168:mpeg21.didl.xml.gz.xml,DDD:ddd:010638168:mpeg21.didl.xml.gz.xml,Heerlen,1994-06-03,128.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,76.0,0.097561329387608,"Het Milieu Aktie Plan is de bijdrage van de energiedistributiebedrijven aan het Nationale Milieu Beleidsplan. In 1991 stelden de bedrijven zich ten doel de uitstoot van het broeikasgas CO2 (kooldioxyde) terug te brengen met 9 miljoen ton in het jaar 2000. CO2 komt vrij bij het verbranden van gas, kolen of olie en de uitstoot kan vooral verminderd worden door te besparen op energie. Inmiddels heeft EnergieNed die doelstelling verhoogd tot 17 miljoen ton en alles wijst erop dat dat gehaald zal worden. De MAP-resultaten over 1993 wijzen uit dat in de afgelopen drie jaar al 4 miljoen ton CO2-vermindering bereikt is. Van die 4 miljoen ton werd 2,1 miljoen ton vorig jaar gerealiseerd.",het plan is de bijdrage van de aan het nationale beleidsplan in stelden de bedrijven zich ten doel de van het terg te brengen met miljoen ton in het jaar komt vrij bij het verbranden van gas kolen of olie en de kan vooral verminderd worden door te besparen op energie inmiddels heeft die doelstelling verhoogd tot miljoen ton en alles wijst erop dat dat gehaald zal worden de over wijzen dat in de afgelopen drie jaar al miljoen ton bereikt is van die miljoen ton werd miljoen ton vorig jaar gerealiseerd,p,Y,NG
153,174,830,830,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/09-11/DDD_011020094/DDD_011020094_0491_articletext.xml,DDD_011020094_0491_articletext.xml,1,1992-09-11,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/09-11/DDD_011020094,2084505,5310.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/09-11/DDD_011020094/DDD:ddd:011020094:mpeg21.didl.xml.gz.xml,DDD:ddd:011020094:mpeg21.didl.xml.gz.xml,Groningen,1992-09-11,215.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,105.0,0.11864969338613515,"Duitse onderzoekers hebben vastgesteld dat het ijs op Groenland drie kilometer dik is. In 1989 begonnen medewerkers van de universiteiten van Münster en Braunschweig met een boring in het ijs. Nu hebben zij de rotsbodem bereikt op 3029 meter diepte. Naast deze boring doen de onderzoekers van beide universiteiten, evenals de Utrechtse universiteit, al enkele jaren metingen naar de hoeveelheid sneeuw en ijs die er jaarlijks bijkomt. Zo wil men de samenhang tussen de ijsafzetting en mogelijke klimaatveranderingen bestuderen. Het broeikaseffect staat erg in de belangstelling. Het gaat hier om • opwarming van de aarde door de uitstoot van gassen die onder andere vrijkomen bij de verbranding van gas, olie of kolen. Door deze opwarming zouden de poolkappen kunnen smelten, is een veronderstelling. Maar smelt het ijs en hoe ging dit in het verleden? Dat zijn vragen die men met het onderzoek op Groenland hoopt te beantwoorden. Er is een aanzienlijke hoeveelheid ijs op Groenland. Het gaat om 28 miljoen kubieke kilometer. Indien alle ijs op Groenland smelt, zou de zeespiegel maar liefst zeven meter stijgen. Welke invloed hebben de klimaatveranderingen uit het verleden op de ijsafzettingen in Groenland gehad? Om deze vraag te kunnen beantwoorden moet men precies weten hoeveel sneeuw er jaarlijks is neergekomen en hoeveel er gesmolten is. In de winter verhardt . de sneeuw tot ijs. Op die manier worden de gebeurtenissen van het betreffende jaar als het ware ingevroren gecatalogiseerd. Aan de hand van de boring die de onderzoekers hebben uitgevoerd, kan men 200.000 jaar klimaatgeschiedenis van Groenland reconstrueren. In het ijs zitten gasbellen en stofdeeltjes. Met behulp daarvan kan men de overgang van een warme naar een koude periode vaststellen die 11.000 jaar geleden plaatsvond binnen een korte periode. Ook treft men stofdeeltjes aan van vulkaanuitbarstingen van lang geleden, zoals van de krater Santorini, in het jaar 1645 voor Christus. Naarmate men dieper komt, zijn de 'ijs-jaarringen' steeds dunner door de enorme druk van het bovengelegen ijs. Aan de oppervlakte gaat het om een ijsafzetting van rond dertig centimeter per jaar. De diepste gelegen 700 meter bevatten een periode van 160.000 jaar. De metingen naar de sneeuw- en ijsafzettingen vinden uitsluitend in de zomer plaats. De afgelopen tijd zijn verschillende meetpunten uit eerder onderzoek in 1959 opgegraven. Het ging hier om lange aluminiumpijpen van soms wel twintig meter lengte die in het ijs waren vastgezet. ""Wij deden hard veldwerk onder zeer moeilijke omstandigheden"", zegt professor dr. D. Möller van het Instituut voor Meetkunde van de Universiteit Braunsch' weig. ""Voor dit werk en voor het aanleggen van nieuwe meetpunten hebben wij onderzoekers in de paar daarvoor geschikte weken zo'n 200 kilometer afgelegd door onherbergzaam terrein met ijs vol spleten. Soms waren de oude meetpunten al ondergesneeuwd. Met speciale apparatuur hebben we ze opgezocht en opgegraven, ook al lagen ze vier meter diep"". De eerste resultaten van het on' derzoek van deze zomer laten zien dat de toename van sneeuw op Groenland de afgelopen tientallen jaren redelijk gelijkmatig was: het gaat om vijftien tot dertig centimeter sneeuw per jaar. Op grond van deze eerste gegevens zijn er geen aanwijzingen dat de sneeuwhoeveelheid verandert onder invloed van het klimaat. Een mogelijk broeikaseffect is op Groenland nog niet vastgesteld.",onderzoekers hebben vastgesteld dat het ijs op groenland drie kilometer dik is in begonnen medewerkers van de van en met een boring in het ijs hebben zij de rotsbodem bereikt op meter diepte naast deze boring doen de onderzoekers van beide evenals de al enkele jaren metingen naar de hoeveelheid en ijs die er jaarlijks bijkomt zo wil men de samenhang de ijsafzetting en mogelijke het broeikaseffect staat erg in de belangstelling het hier om van de aarde door de van gassen die onder andere vrijkomen bij de verbranding van gas olie of kolen door deze zoden de smelten is een veronderstelling maar smelt het ijs en hoe ging dit in het verleden dat zijn vragen die men met het onderzoek op groenland hoopt te beantwoorden er is een aanzienlijke hoeveelheid ijs op groenland het om miljoen kilometer indien alle ijs op groenland smelt zo de zeespiegel maar liefst zeven meter stijgen welke invloed hebben de het verleden op de in groenland gehad om deze vraag te beantwoorden moet men precies weten hoeveel er jaarlijks is neergekomen en hoeveel er gesmolten is in de winter verhardt de tot ijs op die manier worden de van het betreffende jaar als het ware ingevroren gecatalogiseerd aan de hand van de boring die de onderzoekers hebben kan men jaar van groenland in het ijs zitten en stofdeeltjes met daarvan kan men de overgang van een warme naar een periode vaststellen die jaar geleden plaatsvond binnen een korte periode ook treft men stofdeeltjes aan van van lang geleden zoals van de krater in het jaar voor naarmate men dieper komt zijn de steeds door de enorme van het bovengelegen ijs aan de oppervlakte het om een ijsafzetting van rond dertig centimeter per jaar de diepste gelegen meter bevatten een periode van jaar de metingen naar de en vinden in de zomer plaats de afgelopen tijd zijn verschillende eerder onderzoek in opgegraven het ging hier om lange van soms wel twintig meter lengte die in het ijs waren vastgezet wij deden hard veldwerk onder zeer moeilijke omstandigheden zegt professor van het voor van de voor dit werk en voor het aanleggen van hebben wij onderzoekers in de paar daarvoor geschikte weken zo kilometer afgelegd door onherbergzaam terrein met ijs vol spleten soms waren de ode al met speciale hebben we ze opgezocht en opgegraven ook al lagen ze vier meter diep de eerste van het on van deze zomer laten zien dat de toename van op groenland de afgelopen tientallen jaren redelijk gelijkmatig was het om vijftien tot dertig centimeter per jaar op grond van deze eerste gegevens zijn er geen aanwijzingen dat de verandert onder invloed van het klimaat een mogelijk broeikaseffect is op groenland nog niet vastgesteld,p,Y,NG
154,175,2522,2522,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/09-09/DDD_010560069/DDD_010560069_0174_articletext.xml,DDD_010560069_0174_articletext.xml,1,1992-09-09,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/09-09/DDD_010560069,1869072,4747.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/09-09/DDD_010560069/DDD:ddd:010560069:mpeg21.didl.xml.gz.xml,DDD:ddd:010560069:mpeg21.didl.xml.gz.xml,Amersfoort,1992-09-09,12192.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],48.0,0.09826131408081726,"Ik denk dat het niet altijd lukt: problemen oplossen. Soms moet je met een probleem leren leven of je wil of niet. Maar er bestaan ook problemen die wèl vallen op te lossen. Meestal zijn dat problemen die we als mensen zelf lieten ontstaan. Een goed voorbeeld zijn de milieuproblemen. Er zijn milieuproblemen in het groot, die de hele mensheid raken. Door het stoken van olie, steenkool en aardgas ontstaat een broeikaseffect, met als gevolg dat de de ijskappen aan de noord- en zuidpool smelten en het water in de zeeën en oceanen stijgt. Het probleem kan worden tegengegaan door meer zonneenergie te gaan benutten. Er zijn ook milieuproblemen die ons heel direct, persoonlijk kunnen treffen. Misschien niet jou zozeer maar wel je vriend of vriendin. In een heleboel etenswaren zitten tegenwoordig onnatuurlijke toevoegingen: kleurstoffen, conserveermiddelen, smaak- en geurversterkers. Sommige mensen krijgen er hoofdpijn van, of slaapstoornissen of huiduitslag. Kun je niet tegen bepaalde kleur- en smaakstoffen? Je lost het probleem op door produkten te kiezen die die stoffen niet bevatten. Nadenken over milieuproblemen moeten we allemaal. We kunnen allemaal meehelpen een deel van die problemen te bestrijden. In onze krant staan regelmatig artikelen met als doel het milieubewustzijn van de lezers te vergroten. Ook op school wordt aandacht aan het milieu gegeven. Er is een nieuw tijdschrift over 'jouw milieu' verschenen. Dat heet 'Help!' Een mooie naam, want het heeft iets alarmerends (dat is ook nodig, want de problemen zijn groot), maar het vraagt tegelijk ook van jou",ik dat het niet altijd problemen oplossen soms moet je met een probleem leren leven of je wil of niet maar er bestaan ook problemen die vallen op te lossen meestal zijn dat problemen die we als mensen zelf lieten ontstaan een goed voorbeeld zijn de er zijn in het groot die de hele mensheid raken door het stoken van olie steenkool en aardgas ontstaat een broeikaseffect met als gevolg dat de de aan de en smelten en het water in de zee en oceanen stijgt het probleem kan worden tegengegaan door meer te gaan er zijn ook die ons heel direct persoonlijk treffen misschien niet zozeer maar wel je vriend of vriendin in een heleboel etenswaren zitten tegenwoordig toevoegingen en sommige mensen krijgen er hoofdpijn van of of je niet tegen bepaalde en je lost het probleem op door te kiezen die die stoffen niet bevatten nadenken over moeten we allemaal we allemaal meehelpen een deel van die problemen te bestrijden in onze krant staan regelmatig artikelen met als doel het van de lezers te vergroten ook op school wordt aandacht aan het gegeven er is een tijdschrift over verschenen dat heet een mooie naam want het heeft iets dat is ook nodig want de problemen zijn groot maar het vraagt tegelijk ook van,p,Y,NG
158,179,2224,2224,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167/DDD_011005167_0127_articletext.xml,DDD_011005167_0127_articletext.xml,1,1994-06-21,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167,1345491,3321.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167/DDD:ddd:011005167:mpeg21.didl.xml.gz.xml,DDD:ddd:011005167:mpeg21.didl.xml.gz.xml,Heerenveen,1994-06-21,143.0,nl,J. Hepkema,Groninger archieven,Nieuwsblad van Friesland : Hepkema's courant,107.0,0.08393409340173401,"Er moet direct actie worden ondernomen om te voorkomen dat fossiele brandstoffen als olie, aardgas en steenkool op raken. Nederland moet de trend zetten. De WRR pleit onder meer voor een wereldwijde milieuheffing.",er moet direct actie worden ondernomen om te voorkomen dat fossiele brandstoffen als olie aardgas en steenkool op raken moet de trend zetten de pleit onder meer voor een wereldwijde,p,Y,NG
160,181,824,824,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/11-25/DDD_011020114/DDD_011020114_0314_articletext.xml,DDD_011020114_0314_articletext.xml,1,1992-11-25,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/11-25/DDD_011020114,2086201,5316.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/11-25/DDD_011020114/DDD:ddd:011020114:mpeg21.didl.xml.gz.xml,DDD:ddd:011020114:mpeg21.didl.xml.gz.xml,Groningen,1992-11-25,279.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,105.0,0.08717593260242068,"De Novem (Nederlandse Maatschappij voor Energie en Milieu) initieert voortdurend onderzoeken en adviseert aan de overheid. Het nu gepresenteerde onderzoeksrapport toont aan dat de uitstoot van schadelijke stoffen in de keten van energiebron (olie, kolen) tot en met de uitlaat van de auto sterk zou verminderen als het aantal auto's op autogas zou verdubbelen.",de maatschappij voor energie en initieert onderzoeken en adviseert aan de overheid het gepresenteerde onderzoeksrapport toont aan dat de van schadelijke stoffen in de keten van energiebron olie kolen tot en met de van de sterk zo verminderen als het aantal op zo,p,Y,PO
161,183,383,383,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/06-26/DDD_010646076/DDD_010646076_0496_articletext.xml,DDD_010646076_0496_articletext.xml,2,1990-06-26,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/06-26/DDD_010646076,3014912,7748.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/06-26/DDD_010646076/DDD:ddd:010646076:mpeg21.didl.xml.gz.xml,DDD:ddd:010646076:mpeg21.didl.xml.gz.xml,Amsterdam,1990-06-26,31859.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,98.0,0.06202763664084545,"Het algemene energiebeleid zou zich eveneens moeten richten op nieuwe gas- en oliereserves, schone technologieën voor fossiele brandstoffen en het veilige gebruik van nucleaire energie. „Met andere woorden, de produktie, het transport en het gebruik van energie moet worden georganiseerd op een andere, meer geïntegreerde en betere wijze,"" aldus Lubbers. Voor de beperkte oliereserves in Europa ziet het memorandum een potentieel alternatief in aardgas. Wat betreft steenkool wordt vooral gewezen op het milieu-aspect. Er moet meer worden gedaan om niet-vervuilende technieken te gebruiken. De kosten daarvan zullen geleidelijk tot uiting komen in de energieprijzen dan wel de steenkoolprijs. Samenwerking op nucleair gebied is volgens de nota vanwege het veiligheidsaspect alleen al wenselijk. Het elektriciteitsbeleid zou met name op het aansluiten van de verschillende netten gericht moeten zijn. Hieraan wordt op EG-niveau overigens al druk gewerkt. Tenslotte stelt het memorandum dat het 'poolen' van Europese energiebronnen middels een Energiegemeenschap niet hoeft te leiden tot een verminderde rol van bestaande advies- en samenwerkingsorganisaties als het Internationale Energie Agentschap (lEA) in Wenen en het Internationale Atoomenergie Agentschap (lAEA) in Parijs. De relatie met Euratom en de Europese Gemeenschap voor Kolen en Staal (EGKS) daarentegen vereist een speciale studie.",het algemene energiebeleid zo zich eveneens moeten richten op en schone technologie voor fossiele brandstoffen en het veilige van energie met andere woorden de het transport en het van energie moet worden georganiseerd op een andere meer ge en betere wijze voor de beperkte in ziet het een potentieel alternatief in aardgas wat betreft steenkool wordt vooral gewezen op het er moet meer worden gedaan om technieken te de kosten daarvan geleidelijk tot komen in de dan wel de samenwerking op gebied is volgens de nota vanwege het veiligheidsaspect alleen al wenselijk het zo met name op het van de verschillende netten gericht moeten zijn hieraan wordt op overigens al gewerkt tenslotte stelt het dat het van energiebronnen middels een niet hoeft te leiden tot een verminderde rol van bestaande en als het energie agentschap in wenen en het atoomenergie agentschap in de relatie met en de gemeenschap voor kolen en staal daarentegen vereist een speciale,p,Y,PO
163,186,314,314,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-26/DDD_010692106/DDD_010692106_1331_articletext.xml,DDD_010692106_1331_articletext.xml,2,1994-03-26,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-26/DDD_010692106,1465429,3615.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-26/DDD_010692106/DDD:ddd:010692106:mpeg21.didl.xml.gz.xml,DDD:ddd:010692106:mpeg21.didl.xml.gz.xml,Amsterdam,1994-03-26,33015.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,102.0,0.1361270773556014,"Hoewel sommige arbeiders in Donetsk aansluiting van hun regio bij Rusland inderdaad zien als een simpele oplossing voor hun economische problemen, zijn hun leiders realistisch als het gaat om de mogelijkheden van het Donbass-bekken. „Rusland heeft het Donbass helemaal niet nodig. Moskou heeft al genoeg problemen met zijn eigen industrie en kolenmijnen, en zal zich geen molensteen om de nek hangen"", zegt Joeri Makarov, co-voorzitter van het mijnwerkersstakingscomité. „Niemand wil hier wat dan ook afscheiden. Oekraïne heeft onze kolen tenminste nog nodig. Wij willen meewerken aan de opbouw van een nationale economie"", zegt Makarov. „Maar wij willen wel meer zelfstandigheid. Wij willen niet langer van Kiev afhankelijk zijn voor de verkoop van onze kolen en de contacten met Rusland."" Het Oekraïense parlement dat morgen wordt gekozen, zal waarschijnlijk positief staan tegenover een uitbreiding van de contacten met Rusland. Niet alleen in het oosten, maar in heel Oekraïne geeft men er op dit moment de voorkeur aan de onafhankelijkheid van het land tijdelijk op te schorten, als dat economische verbetering brengt.",hoewel sommige arbeiders in van regio bij inderdaad zien als een simpele oplossing voor economische problemen zijn leiders realistisch als het om de mogelijkheden van het heeft het helemaal niet nodig heeft al genoeg problemen met zijn eigen en kolenmijnen en zal zich geen molensteen om de nek hangen zegt van het niemand wil hier wat dan ook afscheiden heeft onze kolen tenminste nog nodig wij willen meewerken aan de van een nationale economie zegt maar wij willen wel meer zelfstandigheid wij willen niet langer van afhankelijk zijn voor de verkoop van onze kolen en de contacten met het parlement dat morgen wordt gekozen zal waarschijnlijk positief staan tegenover een van de contacten met niet alleen in het oosten maar in heel geeft men er op dit moment de aan de onafhankelijkheid van het land tijdelijk op te schorten als dat economische verbetering brengt,p,Y,NE
164,187,1500,1500,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-20/DDD_010622759/DDD_010622759_0160_articletext.xml,DDD_010622759_0160_articletext.xml,1,1992-10-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-20/DDD_010622759,1692118,,,,,,,,,,,,0.06801573488173505,"Het probleem is overzichtelijk. Op dit moment is gas goedkoper dan kolen. De elektriciteitsbedrijven, die niet veel verder kijken dan de winst- en verliesrekening van het volgend jaar, schakelen dus over op Noord/. [aar is dat op Lange termijn het juiste energiebeleid' Over vijftig jaar, als de laatste mijnwerker in Madame Tussaud's wassen-beeldenmuseum is bijgezet, is het gas misschien op. Moet het land met de grootste kolenvoorraden van Europa dan zijn energie uit de Arabische wereld kopen tegen - wellicht - chantageprijzen? Het waren deze vragen waarop Major en Heseltine de afgelopen dagen hei antwoord schuldig bleven, tn plaats daarvan kw.u-en met een handreiknu de verbolgen achterban N maar slechts lo mijnen zullen nu worden gesloten; hel lot van de andere _1 wordt volgend jaar beslecht.",het probleem is overzichtelijk op dit moment is gas goedkoper dan kolen de elektriciteitsbedrijven die niet veel verder kijken dan de en verliesrekening van het volgend jaar schakelen over op aar is dat op lange termijn het energiebeleid over vijftig jaar als de laatste mijnwerker in madame is bijgezet is het gas misschien op moet het land met de grootste van dan zijn energie de wereld kopen tegen wellicht het waren deze vragen waarop major en de afgelopen dagen hei antwoord bleven plaats daarvan met een de verbolgen achterban maar slechts mijnen worden gesloten hel lot van de andere wordt volgend jaar beslecht,p,Y,PO
166,190,1151,1151,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/06-18/DDD_010567292/DDD_010567292_0134_articletext.xml,DDD_010567292_0134_articletext.xml,1,1990-06-18,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/06-18/DDD_010567292,3041065,,,,,,,,,,,,0.10695168061630723,"geweldige manier mee. De opkomst van de auto, het overschakelen van steenkool op stookolie in de scheepvaart en de verwarming, de aanleg van wegen met teer en zelfs de Eerste Wereldoorlog droeg in belangrijke mate bij aan de groei van de Groep door de enorme behoefte aan olie en benzine door de geallieerde legers. Bovendien voorzag de Groep de krijgsmachten van Tri-Nitro-Tolueen (TNT), dat de belangrijkste springstof in het strijdperk zou worden Wegens zijn persoonlijke verdiensten werd de Nederlander Deterding geridderd tot 'Knight of the British Empire' en mocht zich vervolgens 'sir' noemen.",geweldige manier mee de opkomst van de het overschakelen van steenkool op stookolie in de scheepvaart en de verwarming de aanleg van wegen met teer en zelfs de eerste wereldoorlog droeg in belangrijke mate bij aan de groei van de groep door de enorme behoefte aan olie en benzine door de geallieerde legers bovendien voorzag de groep de van dat de belangrijkste springstof in het strijdperk zo worden wegens zijn persoonlijke verdiensten werd de geridderd tot of empire en mocht zich vervolgens noemen,p,Y,NE
167,191,3310,3310,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/02-05/DDD_010692166/DDD_010692166_1441_articletext.xml,DDD_010692166_1441_articletext.xml,1,1994-02-05,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/02-05/DDD_010692166,1325815,3263.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/02-05/DDD_010692166/DDD:ddd:010692166:mpeg21.didl.xml.gz.xml,DDD:ddd:010692166:mpeg21.didl.xml.gz.xml,Amsterdam,1994-02-05,32973.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,102.0,0.05155610008708944,"Naast de CO2 die de atmosfeer van nature bevat, blazen de elektriciteitscentrales, de energie-intensieve industrie en het verkeer ook nog eens een forse hoeveelheid kooldioxyde de lucht in. De beste manier om deze overtollige CO2 uit de atmosfeer te houden zou het helemaal niet meer verbranden van kolen, gas of olieprodukten zijn. De overheid die vóór het jaar 2000 streeft naar een vermindering van de uitstoot van CO2 van drie procent, doet daarom het nodige om het verkeer en het gebruik van energie terug te dringen.",naast de die de atmosfeer van bevat blazen de elektriciteitscentrales de en het verkeer ook nog eens een forse hoeveelheid de in de beste manier om deze overtollige de atmosfeer te zo het helemaal niet meer verbranden van kolen gas of zijn de overheid die het jaar streeft naar een vermindering van de van van drie procent doet daarom het nodige om het verkeer en het van energie terg te dringen,p,Y,NG
