,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,accuracy_selection,text,text_clean,type,sentiment,energy
79,89,2780,2780,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-20/DDD_010567168/DDD_010567168_0536_articletext.xml,DDD_010567168_0536_articletext.xml,1,1990-01-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-20/DDD_010567168,2458663,,,,,,,,,,,,0.0714789377052358,"De nieuwe opleving van de gedachte aan kernenergie heeft veel te maken met de deplorabele toestand waarin ons milieu verkeert en vooral de aandacht daarvoor. Herhaaldelijk verwijst Arnold daar dan ook naar. „Een normaal werkende kerncentrale is een schone energiebron. Er is geen uitstoot van zwaveldioxyde of koolzuurgassen. Als men in Amsterdam bekvecht over de bouw van een kolen- of gasgestookte centrale met betrekking tot de uitstoot van kooldioxyde, zou je moeten bedenken dat één kerncentrale in plaats van een gas- of kolengestookte centrale een vermindering van de CO2 te weeg brengt, gelijk aan die van het hele Nederlandse autopark."" „We moeten op een breed front het milieu aanpakken. Als dat kan met kernenergie, maar dan wel maatschappelijk geaccepteerd, dan moetje dat doen."" Dit soort uitspraken wekt licht de indruk, dat de kernenergie-voorstanders handig gebruik maken van de zorg voor het milieu, zonder met nieuwe argumenten te komen om eerdere bezwaren te ontkrachten. Dat is iets wat Arnold sterk bestrijdt.",de opleving van de gedachte aan kernenergie heeft veel te maken met de deplorabele toestand waarin ons verkeert en vooral de aandacht daarvoor herhaaldelijk verwijst daar dan ook naar een normaal werkende kerncentrale is een schone energiebron er is geen van of als men in bekvecht over de van een of centrale met betrekking tot de van zo je moeten bedenken dat kerncentrale in plaats van een of centrale een vermindering van de te weeg brengt gelijk aan die van het hele we moeten op een breed front het aanpakken als dat kan met kernenergie maar dan wel maatschappelijk geaccepteerd dan moetje dat doen dit soort wekt licht de dat de handig maken van de zorg voor het zonder met te komen om eerdere bezwaren te ontkrachten dat is iets wat sterk bestrijdt,p,NG,Y
80,90,350,350,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/02-24/DDD_010567198/DDD_010567198_0358_articletext.xml,DDD_010567198_0358_articletext.xml,2,1990-02-24,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/02-24/DDD_010567198,2650710,,,,,,,,,,,,0.14897101779735275,"„Ons land is kapot en wij zijn het ook,"" zegt een arbeider in Molbis, een gehucht bij Espenham in het zuiden van de DDR, waar 6000 werknemers in twee centrales bruinkool verbranden en in het Caro-Chemie-Kombinat uit bruinkool briketten, teer, lichte olie en andere produkten maakten Molbis geniet de twijfelachtige reputatie het smerigste dorp in de DDR te zijn. De weg is eenvoudig te vinden: de stank is een prima i Er wonen nog 380 mensen vlak bij K I >.i.n worden in vooroorlogse fabrieken - op",ons land is kapot en wij zijn het ook zegt een arbeider in een bij in het van de waar werknemers in twee centrales verbranden en in het briketten teer lichte olie en andere maakten geniet de twijfelachtige het smerigste dorp in de te zijn de weg is te vinden de stank is een prima er wonen nog mensen vlak bij worden in vooroorlogse fabrieken op,p,NG,Y
81,91,2476,2476,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-15/DDD_010623624/DDD_010623624_0065_articletext.xml,DDD_010623624_0065_articletext.xml,1,1991-06-15,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-15/DDD_010623624,3528514,,,,,,,,,,,,0.06466318282151189,"LEIDEN - Als op dit moment een referendum zou worden gehouden over de bouw van nieuwe kerncentrales, kunnen de voorstanders het wel vergeten. Verreweg de meerderheid van de bevolking (84 procent) is {«gen uitbreiding van Kernenergie. Het gebruik van steenkool voor de opwekking van elektriciteit is evenmin populair. ue meeste mensen (69 Procent van de bevol- Klng) zijn ook daar niet enthousiast over.",leiden als op dit moment een zo worden over de van de voorstanders het wel vergeten verreweg de meerderheid van de bevolking procent is gen van kernenergie het van steenkool voor de opwekking van elektriciteit is evenmin meeste mensen procent van de zijn ook daar niet over,p,NG,Y
82,92,565,565,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/05-23/DDD_010559668/DDD_010559668_0141_articletext.xml,DDD_010559668_0141_articletext.xml,2,1991-05-23,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/05-23/DDD_010559668,3754312,,,,,,,,,,,,0.053627902296150574,"ARNHEM (ANP) - Directeur N. Ketting van de Samenwerkende Elektriciteits-Produktiebedrijven (SEP) voorziet dat de, Europees gezien, zeer lage stroomtarieven van de SEP onevenredig zwaar zullen worden getroffen door nieuwe of hogere milieuheffingen op het gebruik van fossiele brandstoffen (olie, gas, kolen). Dat zei hij gisteren bij de presentatie van het jaarverslag over 1990. „Het brandstoffenpakket in de Nederlandse centrales bestaat immers vrijwel geheel uit gas (51 procent) en kolen (44 procent). In de meeste Europese landen ziet het brandstofpakket er heel anders uit. Kernenergie maakt daar een belangrijk onderdeel uit van de brandstof inzet. (Frankrijk 80 procent; België 70; Duitsland 35; Nederland 5 procent). „In de ons omringende landen zal de milieuheffing dus aanzienlijk minder stevig uitpakken"", zo voorspelde Ketting",directer ketting van de samenwerkende voorziet dat de gezien zeer lage van de onevenredig zwaar worden getroffen door of hogere op het van fossiele brandstoffen olie gas kolen dat zei hij gisteren bij de presentatie van het jaarverslag over het in de centrales bestaat immers vrijwel geheel gas procent en kolen procent in de meeste landen ziet het er heel anders kernenergie maakt daar een belangrijk onderdeel van de brandstof inzet procent procent in de ons omringende landen zal de aanzienlijk minder stevig zo voorspelde ketting,p,NG,Y
83,94,1736,1736,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-17/DDD_010963515/DDD_010963515_0176_articletext.xml,DDD_010963515_0176_articletext.xml,1,1990-04-17,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-17/DDD_010963515,2397004,6120.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-17/DDD_010963515/DDD:ddd:010963515:mpeg21.didl.xml.gz.xml,DDD:ddd:010963515:mpeg21.didl.xml.gz.xml,Rotterdam,1990-04-17,13152.0,nl,De Arbeiderspers,Gemeentearchief Rotterdam,Het vrĳe volk : democratisch-socialistisch dagblad,45.0,0.03652598064702383,als kolen en gas. Bij die verbranding komt koolzuurgas vrij dat volgens de wetenschap voor een groot deel verantwoordelijk is voor het broeikaseffect.,als kolen en gas bij die verbranding komt vrij dat volgens de wetenschap voor een groot deel verantwoordelijk is voor het broeikaseffect,p,NG,Y
84,96,1642,1642,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-24/DDD_010567350/DDD_010567350_0207_articletext.xml,DDD_010567350_0207_articletext.xml,1,1990-08-24,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-24/DDD_010567350,2380093,,,,,,,,,,,,0.0534352736613023,"Minister Alders van milieubeheer toonde zich in een eerste reactie terughoudend over de inhoud van het rapport. De bewindsman sprak van 'waardevol materiaal', dat betrokken dient te worden in verdere discussies over het broeikaseffect. Hij mist in het rapport een overzicht van de gevolgen van dergelijke 'vérgaande' doelstellingen voor de samenleving, het bedrijfsleven en de politiek. Natuur en Milieu en Milieudefensie hechten zeer aan regelgeving om dé door hen gestelde doelen te bereiken. Verder achten zij een trendbreuk nodig op verkeersgebied, de landbouw, het gebruik van grondstoffen, en energie-intensieve groei van produktie en consumptie. De organisaties zijn ook voorstander van een zogeheten regulerende heffing op brandstof. Kooldioxyde. het belangrijkste broeikasgas, komt vrij bij de verbranding van fossiele brandstoffen zoals olie, kolen en gas. Per kilo uitgestoten CO2 zou een heffing van 15 cent moeten gelden.",minister van toonde zich in een eerste reactie over de van het rapport de bewindsman sprak van materiaal dat betrokken dient te worden in verdere over het broeikaseffect hij mist in het rapport een overzicht van de gevolgen van dergelijke doelstellingen voor de samenleving het bedrijfsleven en de politiek en en hechten zeer aan regelgeving om door hen gestelde doelen te bereiken verder achten zij een nodig op verkeersgebied de het van grondstoffen en groei van en de organisaties zijn ook voorstander van een zogeheten heffing op brandstof het belangrijkste komt vrij bij de verbranding van fossiele brandstoffen zoals olie kolen en gas per kilo zo een heffing van cent moeten gelden,p,NG,Y
85,97,1228,1228,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-09/DDD_011019490/DDD_011019490_0517_articletext.xml,DDD_011019490_0517_articletext.xml,1,1990-11-09,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-09/DDD_011019490,3029741,7787.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-09/DDD_011019490/DDD:ddd:011019490:mpeg21.didl.xml.gz.xml,DDD:ddd:011019490:mpeg21.didl.xml.gz.xml,Groningen,1990-11-09,265.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,103.0,0.08598078972835346,"Geheel onverwacht is het ozontekort boven het reusachtige continent Antarctica deze herfst bijna even ernstig als in het 'recordjaar' 1987. Dat blijkt uit nieuwe satellietmetingen. Na enkele jaren van betrekkelijke 'rust' blijkt dit jaar van een nieuw dieptepunt sprake te zijn; geleerden zien hierin eens te meer aanleiding om het ozontekort toe te schrijven aan menselijke activiteiten. Onderzoekers van NASA's Goddard Space Flight Center (GSFC) maakten eind oktober alarmerende resultaten bekend van een groot aantal metingen van het ozongehalte boven het ijscontinent Antarctica. De metingen werden de afgelopen herfstweken verkregen door satellieten, zoals onder andere de weersatelliet Nimbus-7. Boven Antarctica, gelegen op het Zuidelijk Halfrond, is het nu juist voorjaar en het is al jaren bekend dat zich boven dat werelddeel dan een 'ozongat' voordoet. Aan het eind van de Antarctische winter is de luchttemperatuur hoog in de dampkring (tussen 15 en 40 kilometer hoogte) extreem laag, waarbij de daar aanwezige ozonmoleculen, bestaande uit drie zuurstofatomen, het 'gevoeligst' voor afbraak (ontleding) zijn. Het ontleden van ozon, een gas dat, hoog in de dampkring, al het leven op het aardoppervlak beschermt tegen te veel schadelijke ultraviolette (uv) straling van de zon, geschiedt normaliter vooral door toedoen van dezelfde uv-straling of door toedoen van verbindingen tussen chloor, fluor en koolstof, de beruchte CFK's. Dit gas, dat onder andere wordt toegepast in spuitbussen, koel- en vrieskasten en verder in grote hoeveelheden wordt gebruikt bij de fabricage van piepschuim, wordt als de grootste boosdoener gezien bij de al aan het eind van de jaren zeventig geconstateerde ozontekorten boven Antarctica. De laatste tien jaar heeft men de gesteldheid van de ozonlaag boven het al vele tienduizenden jaren met een dikke ijskap bedekte werelddeel nauwlettend in het oog gehouden met behulp van satellieten zoals de Nimbus-7.",geheel onverwacht is het boven het continent deze herfst bijna even ernstig als in het dat blijkt na enkele jaren van betrekkelijke blijkt dit jaar van een sprake te zijn geleerden zien hierin eens te meer aanleiding om het toe te schrijven aan menselijke activiteiten onderzoekers van center maakten eind oktober alarmerende bekend van een groot aantal metingen van het boven het de metingen werden de afgelopen verkregen door satellieten zoals onder andere de weersatelliet boven gelegen op het halfrond is het voorjaar en het is al jaren bekend dat zich boven dat werelddeel dan een voordoet aan het eind van de antarctische winter is de hoog in de dampkring en kilometer hoogte extreem laag waarbij de daar aanwezige bestaande drie het voor afbraak ontleding zijn het ontleden van ozon een gas dat hoog in de dampkring al het leven op het aardoppervlak beschermt tegen te veel schadelijke straling van de geschiedt normaliter vooral door toedoen van dezelfde of door toedoen van verbindingen chloor flor en koolstof de dit gas dat onder andere wordt toegepast in en vrieskasten en verder in grote hoeveelheden wordt bij de fabricage van wordt als de grootste boosdoener gezien bij de al aan het eind van de jaren zeventig geconstateerde boven de laatste tien jaar heeft men de gesteldheid van de ozonlaag boven het al vele jaren met een dikke ijskap bedekte werelddeel in het oog met van satellieten zoals de,p,NG,Y
86,99,3657,3657,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-15/DDD_010622626/DDD_010622626_0324_articletext.xml,DDD_010622626_0324_articletext.xml,1,1992-05-15,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-15/DDD_010622626,2127101,,,,,,,,,,,,0.14007422866262756,"STRAATSBURG (AP) - De Europese Commissie heeft gisteren gezegd dat ze doorgaat met haar plannen voor een energiebelasting, ongeacht of de Verenigde Staten en Japan een soortgelijke maatregel nemen om het broeikaseffect tegen te gaan. Milieucommissaris Carlo Ripa de Meana zei dat de VS de komende milieutop in Rio de Janeiro tot een betekenisloze 'mediagebeurtenis' willen maken met hun felle campagne tegen de energiebelasting. Woensdag stelde de EG een belasting voor op niet-vervangbare energiebronnen als kolen en olie. Het voorstel voorziet onder andere ook in belastingverlagingen voor EG-industrieën, die het uitgespaarde geld kunnen gebruiken voor investeringen in milieuvriendelijke energiebronnen.",de commissie heeft gisteren gezegd dat ze doorgaat met haar plannen voor een ongeacht of de verenigde staten en een soortgelijke maatregel nemen om het broeikaseffect tegen te gaan de zei dat de de komende in de tot een betekenisloze willen maken met felle campagne tegen de woensdag stelde de eg een belasting voor op energiebronnen als kolen en olie het voorstel voorziet onder andere ook in voor die het geld voor investeringen in energiebronnen,p,NG,Y
87,100,3794,3794,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-05/DDD_011019306/DDD_011019306_0221_articletext.xml,DDD_011019306_0221_articletext.xml,1,1990-04-05,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-05/DDD_011019306,2795676,7146.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-05/DDD_011019306/DDD:ddd:011019306:mpeg21.didl.xml.gz.xml,DDD:ddd:011019306:mpeg21.didl.xml.gz.xml,Groningen,1990-04-05,81.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,103.0,0.04387401714032762,"Het Worldwatch Institute, dat zich deze vraag stelde, signaleert overal een groeiend milieubewustzijn en is niet pessimistisch over een goede afloop. Het in Washington gevestigde centrum voor milieustudie durft het dan ook in zijn jongste jaarverslag aan om zijn gedachten te laten gaan over het aanzien van een wereld zonder milieuproblemen. Het centrum projecteert die in het jaar 2030, een tijdstip dat in de woorden van Worldwatch-directeur Lester Brown ""dichterbij ligt dan de Tweede Wereldoorlog"". Volgens het centrum kan in 2030 een samenleving zyn ingericht, waarin de elementaire levensbehoeften worden vervuld zonder het milieu en het leven van toekomstige generaties op het spel te zetten. Het centrum ziet bij die toekomstvisie even af van de vele voorspellingen dat een leefbare wereld een opgave van de lange adem is en binnen een luttele veertig jaar onhaalbaar is. De miliebewuste samenleving van de toekomst zal volgens het centrum het gebruik van fossiele brandstoffen als steenkool, aardolie en aardgas grotendeels hebben uitgebannen. Belangrijkste energieverschaffers zijn dan zon en wind. In tropische en subtropische gebieden zijn het grote zonne-e--nergiecentrales die in de stroombehoefte voorzien. In kustgebieden in de meer gematigde streken zijn windenergieparken de belangrijkste stroomleverancier. Ook andere al bestaande schone vormen van energie, zoals waterkracht, getijdenenergie en warmte-krachtkoppeling, zullen verder worden uitgebouwd. Aan een voorspelling over de rol van kernenergie waagt het centrum zich in het toekomstscenario niet vanwege de grote risico's van die energievorm waarvoor nog geen oplossingen zijn gevonden.",het dat zich deze vraag stelde signaleert overal een groeiend en is niet pessimistisch over een goede afloop het in gevestigde voor het dan ook in zijn jongste jaarverslag aan om zijn gedachten te laten gaan over het aanzien van een wereld zonder het projecteert die in het jaar een tijdstip dat in de woorden van dichterbij ligt dan de tweede wereldoorlog volgens het kan in een samenleving ingericht waarin de elementaire levensbehoeften worden zonder het en het leven van toekomstige generaties op het spel te zetten het ziet bij die toekomstvisie even af van de vele voorspellingen dat een leefbare wereld een opgave van de lange adem is en binnen een veertig jaar onhaalbaar is de samenleving van de toekomst zal volgens het het van fossiele brandstoffen als steenkool aardolie en aardgas grotendeels hebben belangrijkste zijn dan en wind in tropische en gebieden zijn het grote die in de voorzien in in de meer gematigde streken zijn de belangrijkste ook andere al bestaande schone vormen van energie zoals waterkracht getijdenenergie en verder worden aan een voorspelling over de rol van kernenergie waagt het zich in het toekomstscenario niet vanwege de grote risico van die waarvoor nog geen oplossingen zijn gevonden,p,NG,Y
88,101,4168,4168,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-17/DDD_010623189/DDD_010623189_0153_articletext.xml,DDD_010623189_0153_articletext.xml,1,1994-03-17,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-17/DDD_010623189,1449577,,,,,,,,,,,,0.056934360425789934,"GEERTRUIDENBERG (ANP) - Minister Koos Andriessen van economische zaken wil vasthouden aan het beleid een groot deel van elektriciteit met kolen op te wekken, hoewel dat hoge milieukosten met zich brengt. De minister vindt dat Nederland niet op één paard moeten wedden door vrijwel uitsluitend gas in te zetten. Spreiding is voor Andriessen één van de pijlers van het energiebeleid. Dat moet zo blijven om de zekerheid van de levering van energie veilig te stellen. Bovendien leidt het tot meer stabiliteit in de prijzen voor de afnemers.",minister koos van economische zaken wil aan het beleid een groot deel van elektriciteit met kolen op te wekken hoewel dat hoge met zich brengt de minister vindt dat niet op paard moeten wedden door vrijwel gas in te zetten spreiding is voor van de pijlers van het energiebeleid dat moet zo blijven om de zekerheid van de levering van energie veilig te stellen bovendien leidt het tot meer stabiliteit in de prijzen voor de afnemers,p,PO,Y
89,102,816,816,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/10-28/DDD_010623739/DDD_010623739_0123_articletext.xml,DDD_010623739_0123_articletext.xml,2,1991-10-28,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/10-28/DDD_010623739,3270911,8424.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/10-28/DDD_010623739/DDD:ddd:010623739:mpeg21.didl.xml.gz.xml,DDD:ddd:010623739:mpeg21.didl.xml.gz.xml,Heerlen,1991-10-28,254.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,73.0,0.12170310282272795,"Ondernemingsraadvoorzitter Sonnen herinnerde er bitter aan dat van het kapitaal van de Sophia-Jacoba vorig jaar liefst 70 miljoen DM naar Nederland is gevloeid, toen de mijn zich vrijkocht van belegger Robeco. „Dat geld konden we nu goed gebruiken,"" constateerde hij. Het zou ruim voldoende zijn om de steenkool onder de Navo-vliegbasis Wildenrath te exploiteren. Daarmee zou de Sophia tot 2008 uit de zorgen zijn. Sonnen vroeg zich verbijsterd af wie er in deze tijd van energieschaarste zo gek is om 200 miljoen ton steenkool in de grond te laten zitten. „De regio gaat kapot aan de sluiting,"" waarschuwde hij, met een opgeheven vuist richting Bonn. „Alles is hier op de mijnbouw gericht. Andere bedrijven willen en kunnen zich hier niet vestigen. De snelweg houdt hier op, het spoor mag geen naam hebben, er is geen waterweg of luchthaven, goede verbindingen met België of Duitsland ontbreken. De streek ligt 'am Arsch der Welt."" peter bruijns",herinnerde er bitter aan dat van het kapitaal van de vorig jaar liefst miljoen naar is gevloeid toen de mijn zich vrijkocht van belegger dat geld konden we goed constateerde hij het zo voldoende zijn om de steenkool onder de te exploiteren daarmee zo de tot de zorgen zijn vroeg zich verbijsterd af wie er in deze tijd van energieschaarste zo gek is om miljoen ton steenkool in de grond te laten zitten de regio kapot aan de hij met een opgeheven vist richting alles is hier op de gericht andere bedrijven willen en zich hier niet vestigen de snelweg hier op het spoor mag geen naam hebben er is geen waterweg of goede verbindingen met of ontbreken de streek ligt der welt peter,p,NE,Y
91,105,1341,1341,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/12-17/DDD_010646558/DDD_010646558_0470_articletext.xml,DDD_010646558_0470_articletext.xml,1,1991-12-17,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/12-17/DDD_010646558,3891385,,,,,,,,,,,,0.058681098907807976,"Van een onzer verslaggevers DEN HAAG, dinsdag Premier Lubbers wil dat de deelnemers aan het Energie Handvest snel een datum afspreken waarop de bijbehorende juridisch bindende basisovereenkomst wordt ondertekend. De eerste projecten om met behulp van westerse kennis en kapitaal de energievoorraden in Oost-Europa tot ontwikkeling te brengen kunnen dan volgend jaar al van start gaan. „Het Handvest als politieke intentieverklaring is belangrijk, maar alleen samen scheppen zij de voorwaarden voor grootschalige investeringen en projecten,"" aldus de premier gisteren tijdens de opening van de tweedaagse ministersconferentie over het Handvest in Den Haag. Vandaag zullen vertegenwoordigers van 50 landen en de Europese Gemeenschap in de Haagse Ridderzaal officieel hun handtekening zetten onder het Europese Energie Handvest. Het Handvest, waartoe Lubbers zelf op de Euro-top in Dublin vorig jaar het initiatief nam, heeft als doel een politiek en economisch kader te scheppen, waarin het voor Westerse ondernemingen aantrekkelijk wordt in de voormalige Sovjet-Unie en andere Oosteuropese landen te investeren in olie- en gaswinning, energiebesparing, milieubescherming en beveiliging van kerncentrales. Daarvoor levert het westen kapitaal en technologie in ruil voor toekomstige leveranties, waardoor de westerse afhankelijkheid van energie uit het Midden-Oosten kleiner wordt. Bij het Handvest behoort een basisovereenkomst, waarover momenteel wordt onderhandeld. Deze overeenkomst omvat wettelijke regels voor investeringen, samenwerking tussen regeringen en bedrijven en voor geschillenbeslechting. Ten slotte moet ook een aantal aanvullende protocollen op energiegebied worden uitgewerkt. Over kernenergie, olie en gas wordt reeds gesproken, terwijl in januari een energiebesparing en milieu aan bod komen. Afspraken over elektriciteit en steenkool zijn echter ook dringend gewenst.",van een onzer verslaggevers dinsdag premier wil dat de deelnemers aan het energie handvest snel een afspreken waarop de bijbehorende bindende wordt ondertekend de eerste projecten om met van westerse kennis en kapitaal de in tot ontwikkeling te brengen dan volgend jaar al van start gaan het handvest als politieke intentieverklaring is belangrijk maar alleen samen scheppen zij de voorwaarden voor grootschalige investeringen en projecten de premier gisteren tijdens de opening van de tweedaagse over het handvest in vandaag vertegenwoordigers van landen en de gemeenschap in de ridderzaal officieel handtekening zetten onder het energie handvest het handvest waartoe zelf op de in vorig jaar het initiatief nam heeft als doel een politiek en economisch kader te scheppen waarin het voor westerse ondernemingen aantrekkelijk wordt in de voormalige en andere landen te investeren in en gaswinning energiebesparing en beveiliging van daarvoor levert het westen kapitaal en technologie in ril voor toekomstige leveranties waardoor de westerse afhankelijkheid van energie het kleiner wordt bij het handvest behoort een waarover momenteel wordt onderhandeld deze overeenkomst omvat wettelijke regels voor investeringen samenwerking regeringen en bedrijven en voor ten moet ook een aantal protocollen op worden over kernenergie olie en gas wordt reeds gesproken terwijl in een energiebesparing en aan bod komen afspraken over elektriciteit en steenkool zijn echter ook dringend gewenst,p,NG,Y
92,106,3592,3592,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-25/DDD_010628903/DDD_010628903_0131_articletext.xml,DDD_010628903_0131_articletext.xml,1,1994-03-25,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-25/DDD_010628903,1115519,2747.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-25/DDD_010628903/DDD:ddd:010628903:mpeg21.didl.xml.gz.xml,DDD:ddd:010628903:mpeg21.didl.xml.gz.xml,Amersfoort,1994-03-25,12666.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],50.0,0.0718096817983001,"BERN (AP) — De Zwitserse regering heeft besloten belasting te gaan heffen op de uitstoot van kooldioxyde, een van de gassen die zouden bijdragen aan het zogenoemde broeikaseffect. De nieuwe belasting betekent volgens minister van binnenlandse zaken Ruth Dreifuss dat de prijzen van benzine en brandstoffen als steenkool en olie zullen stijgen. De elektriciteitstarieven zouden ongewijzigd blijven.",de regering heeft besloten belasting te gaan heffen op de van een van de gassen die zoden bijdragen aan het zogenoemde broeikaseffect de belasting betekent volgens minister van binnenlandse zaken dat de prijzen van benzine en brandstoffen als steenkool en olie stijgen de elektriciteitstarieven zoden ongewijzigd blijven,p,NG,Y
93,107,1970,1970,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-03/DDD_010567585/DDD_010567585_0347_articletext.xml,DDD_010567585_0347_articletext.xml,1,1991-06-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/06-03/DDD_010567585,3759383,,,,,,,,,,,,0.11580608176230688,"De nettoproduktie van de SEP daalde van 60.059 GWH tot 57.620 GWH, terwijl de import steeg van 5290 GWH tot 9678 GWH. Het in SEP-verband opgestelde produktievermogen daalde van 15.689 megawatt tot 15.142 megawatt. Het produktievermogen van de zelfopwekkers bleef stijgen tot ruim 2200 megawatt ofwel 13 procent van het totale vermogen om in ons land stroom op te wekken. De zelfopwekkers waren vorig jaar goed voor 16,5 procent van de in ons land geproduceerde elektrische energie. Het aandeel van kolen in de elektriciteitsproduktie steeg vorig jaar van 37,4 naar 45 procent, terwijl dat van gas daalde van 54,2 naar 47,6 procent. Het aandeel van uranium (kernenergie) daalde van 7,8 naar 7,1 procent en dat van olie van 0,6 naar 0,3 procent. De stijging van het thermisch rendement van de voorgaande jaren zette niet door. Het bedroeg vorig jaar 40,4 procent, evenals in 1989.",de van de daalde van tot terwijl de import steeg van tot het in opgestelde daalde van megawatt tot megawatt het van de bleef stijgen tot megawatt ofwel procent van het totale vermogen om in ons land stroom op te wekken de waren vorig jaar goed voor procent van de in ons land elektrische energie het aandeel van kolen in de steeg vorig jaar van naar procent terwijl dat van gas daalde van naar procent het aandeel van kernenergie daalde van naar procent en dat van olie van naar procent de stijging van het thermisch rendement van de voorgaande jaren zette niet door het bedroeg vorig jaar procent evenals in,p,NE,Y
94,108,3903,3903,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-28/DDD_010948871/DDD_010948871_0349_articletext.xml,DDD_010948871_0349_articletext.xml,1,1990-08-28,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-28/DDD_010948871,2854717,7313.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-28/DDD_010948871/DDD:ddd:010948871:mpeg21.didl.xml.gz.xml,DDD:ddd:010948871:mpeg21.didl.xml.gz.xml,Rotterdam,1990-08-28,13264.0,nl,De Arbeiderspers,Gemeentearchief Rotterdam,Het vrĳe volk : democratisch-socialistisch dagblad,46.0,0.10341401092599267,"Ook de oprichting van COAL, Coal Oversease Association Limited, geschiedde bij een bedrijf. De vereniging werd opgericht door havenarbeiders die bij de Steenkool Handels Vereniging (SHV) op Katendrecht werkten. De arbeiders die lid wilden worden van de vereniging moesten in die tijd wel werken bij SHV. Zo'n vijftien jaar terug is de band tussen COAL en, inmiddels, SNV verbroken. Het bedrijf was door allerlei fusies veel groter geworden en er was geen sprake meer van een echte binding tussen voetbalclub en havenbedrijf.",ook de oprichting van geschiedde bij een bedrijf de vereniging werd opgericht door havenarbeiders die bij de steenkool handels vereniging op werkten de arbeiders die lid wilden worden van de vereniging moesten in die tijd wel werken bij zo vijftien jaar terg is de band en inmiddels verbroken het bedrijf was door allerlei veel groter geworden en er was geen sprake meer van een echte binding en havenbedrijf,p,NE,Y
