,Unnamed: 0,Unnamed: 0.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,sentiment,text,text_clean,type,sentiment_coal,energy,sentiment_gas,sentiment_oil
602,793,793,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-20/DDD_010559491/DDD_010559491_0120_articletext.xml,DDD_010559491_0120_articletext.xml,4,1990-10-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-20/DDD_010559491,2449397,6248.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-20/DDD_010559491/DDD:ddd:010559491:mpeg21.didl.xml.gz.xml,DDD:ddd:010559491:mpeg21.didl.xml.gz.xml,Amersfoort,1990-10-20,11610.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],47.0,VN,"voorkomt tegelijk dat de aarde te veel warmte verliest. De dampkring is opgebouwd uit een mengsel van gassen, waaronder kooldioxide, methaan en ozon. Deze gassen zorgen ervoor dat de dampkring meer warmte vasthoudt, met als gevolg een hogere temperatuur op aarde. Dit proces werkt net als een broeikas, daarom heet dit het 'broeikaseffect. De gassen die het proces veroorzaken, worden 'broeikasgassen' genoemd. Zonder het natuurlijke broeikaseffect is de gemiddelde temperatuur op aarde zon 18 graden onder nul. Het verschijnsel broeikaseffect is dus positief, maar een versterking van het broeikaseffect door de menselijke uitstoot van broeikasgassen verstoort belangrijke evenwichten. Het versterkte broeikaseffect is vooral te wijten aan de hoge kooldioxide- uitstoot. Dit broeikasgas komt vrij bij de verbranding van hout, steenkool, aardolie en aardgas. Omdat we steeds meer energie gebruiken, komt er steeds meer kooldioxide in de dampkring terecht. Ook ontbossing draagt een steentje bij. De hoeveelheid koolstof in de atmosfeer stijgt jaarlijks met 3 miljard ton. De andere problematische broeikasgassen zijn: methaan (moerasgas), ozon, distikstofdioxide (lachgas) en chloorfluorkoolwaterstoffen (cfk's). Methaan komt vrij bij de rijstteelt en bij de vertering van planten en dierlijke mest. De industrie en het gemotoriseerd verkeer zorgen voor hoge ozongehaltes in de lagere luchtlagen. Lachgas ontstaat bij de verbranding van hout en fossiele brandstoffen. Cfk's worden uitsluitend door de chemische industrie gemaakt, o.a. voor de toepassing in airconditioningsinstallaties, koel- en vrieskasten. Het versterkte broeikaseffect is het enige milieuprobleem wat eigenlijk nog niet zichtbaar is. Dr. H. Fijnout, hoofddirecteur van het KNMI, vertelde dat de gemiddelde temperatuur op aarde in de afgelopen 90 jaar met 0.3 tot 0.6 graad Celsius is gestegen. Deze stijging valt binnen de natuurlijke variatie, maar kan ook het begin zijn van de opwarming van de dampkring. Volledige zekerheid is er pas bij een grotere temperatuurstijging, maar dan is het proces niet meer terug te draaien. Fijnout benadrukte dat de gevolgen van een veranderde stralingsbalans in de dampkring zich pas na tientallen jaren volledig laten gelden. Het IPCC-rapport voorspelt dat met de huidige uitstoot van broeikasgassen de temperatuur met 0,2 tot 0,5 graad per decade zal stijgen. Zon temperatuurstijging lijkt op het eerste gezicht aangenaam, maar de toeristen moeten hierbij wel even onderscheidmaken tussen het weeren het klimaat. Klimaatveranderingen kunnen neerslagpatronen en oceaanstromingen beïnvloeden en zo desastreus zijn voor de economie van vele landen. Hittegolven, orkanen en overstromingen kunnen vaker voorkomen. Er is een grotere kans op virusziekten en plagen van sprinkhanen en malariamuggen. Bij een hogere temperatuur zal de zeespiegel rijzen: het water van zeeën en oceanen zet uit en een deel van het poolijs zal smelten. In de afgelopen 90 jaar is de zeespiegel met 10 tot 20 centimeter gestegen en het IPCC-rapport verwacht aan het eind van de volgende eeuw een stijging van 65 centimeter (+ /- 35 cm). Kuststreken zijn dikwijls dicht bevolkt, dus dit zal leiden tot een verplaatsing van miljoenen mensen. Vruchtbare landbouwgronden en bijzondere kust-ecosystemen gaan verloren.",voorkomt tegelijk dat de aarde te veel warmte verliest de dampkring is een mengsel van gassen waaronder kooldioxide methaan en ozon deze gassen zorgen ervoor dat de dampkring meer warmte met als gevolg een hogere op aarde dit proces werkt net als een broeikas daarom heet dit het de gassen die het proces worden genoemd zonder het broeikaseffect is de gemiddelde op aarde onder het verschijnsel broeikaseffect is positief maar een versterking van het broeikaseffect door de menselijke van verstoort belangrijke evenwichten het versterkte broeikaseffect vooral te wijten aan de hoge dit komt vrij bij de verbranding van hot steenkool aardolie en aardgas omdat we steeds energie komt er steeds meer kooldioxide in de dampkring terecht ook ontbossing draagt een steentje bij de hoeveelheid koolstof in de atmosfeer stijgt jaarlijks met miljard ton de andere problematische zijn methaan moerasgas ozon lachgas en methaan komt vrij bij de en bij de vertering van planten en dierlijke mest de en het gemotoriseerd verkeer zorgen voor hoge in de lagere lachgas ontstaat bij de verbranding van hot en fossiele brandstoffen worden door de chemische gemaakt voor de toepassing in en vrieskasten het versterkte broeikaseffect is het enige wat eigenlijk nog niet zichtbaar is van het vertelde dat de gemiddelde op aarde in de afgelopen jaar met tot graad is gestegen deze stijging valt binnen de variatie maar kan ook het zijn van de van de dampkring volledige zekerheid is er pas bij een grotere maar dan is het proces niet meer terg te draaien dat de gevolgen van een veranderde in de dampkring zich pas na tientallen jaren volledig laten gelden het voorspelt dat met de van de met tot graad per decade zal stijgen lijkt op het eerste gezicht aangenaam maar de toeristen moeten hierbij wel even het het klimaat en en zo zijn voor de economie van vele landen hittegolven orkanen en overstromingen vaker voorkomen er is een grotere kans op en plagen van sprinkhanen en bij een hogere zal de zeespiegel rijzen het water van zee en oceanen zet en een deel van het poolijs zal smelten in de afgelopen jaar is de zeespiegel met tot gestegen en het verwacht het eind van de volgende een stijging van centimeter cm zijn dikwijls dicht bevolkt dit zal leiden tot een verplaatsing van miljoenen mensen en bijzondere gaan verloren,p,,Y,,
603,1264,1264,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-29/DDD_010628982/DDD_010628982_0135_articletext.xml,DDD_010628982_0135_articletext.xml,3,1994-06-29,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-29/DDD_010628982,1401612,3461.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-29/DDD_010628982/DDD:ddd:010628982:mpeg21.didl.xml.gz.xml,DDD:ddd:010628982:mpeg21.didl.xml.gz.xml,Amersfoort,1994-06-29,12744.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],50.0,NE,"DEN HAAG - Als de Gasunie vasthoudt aan zijn besluit om de inkoopsprijs van aardgas dat in de Noordzee is gewonnen met een halve cent per kubieke meter te verlagen, dan zal dat werkgelegenheid gaan kosten in de offshore-industrie. Deze bedrijfstak levert de apparatuur aan die gebruikt wordt bij de exploratie naar en winning van gasvoorraden. Deze bezorgdheid werd gisteren geuit door de vereniging IRO, de branchevereniging in de offshore. De IRO stelt dat de gas- en oliewinning op het continentaal plat een belangrijke basis is voor de Nederlandse offshoreindustrie. De afgelopen twee jaar zijn in deze sector al 7000 banen vervallen.",als de aan zijn om de inkoopsprijs van aardgas dat in de is gewonnen met een halve cent per meter te verlagen dan zal dat werkgelegenheid gaan kosten in de deze bedrijfstak levert de aan die wordt bij de exploratie naar en winning van deze bezorgdheid werd gisteren geit door de vereniging de in de offshore de stelt dat de en op het continentaal plat een belangrijke basis is voor de de afgelopen twee jaar zijn in deze sector al banen vervallen,p,,Y,,
604,469,469,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1995/01-20/DDD_010623447/DDD_010623447_0271_articletext.xml,DDD_010623447_0271_articletext.xml,5,1995-01-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1995/01-20/DDD_010623447,1537535,,,,,,,,,,,,NE,"GRIJPSKERK - De Nederlandse Aardolie Maatschappij (NAM) denkt snel te kunnen beginnen met de bouw van een installatie voor ondergrondse gasopslag bij Grijpskerk. Gedeputeerde Staten van Groningen hebben deze week de wijziging van het bestemmingsplan goedgekeurd. Verwacht wordt dat de gemeente Zuidhom volgende week dinsdag het licht definitief op groen zet. De NAM rekent erop dat eind deze maand de milieuvergunning door het ministerie wordt afgegeven. Volgens voorlichter Frank Duut van de NAM kost de installatie ongeveer ƒ 1 miljard. Eind 1996 moet het eerste gas de grond ingaan. De ondergrondse opslag bij Grijpskerk is bedoeld voor hoog calorisch gas, dat gebruikt wordt voor industrie en export. Het gas wordt in de zomer geïnjecteerd en in de winter weer naar boven gehaald. De vereniging Gas Terug heeft zich steeds verzet tegen de ondergrondse gasopslag in Grijpskerk. Gas Terug legt zich ook nu nog niet bij het door GS genomen besluit neer. De vereniging heeft aangekondigd bezwaar aan te tekenen bij de Raad van State.",de aardolie maatschappij nam denkt snel te beginnen met de van een installatie voor ondergrondse bij staten van hebben deze week de wijziging van het bestemmingsplan verwacht wordt dat de gemeente volgende week dinsdag het licht definitief op groen zet de nam rekent erop dat eind deze maand de door het ministerie wordt afgegeven volgens voorlichter frank van de nam kost de installatie ongeveer miljard eind moet het eerste gas de grond ingaan de ondergrondse opslag bij is bedoeld voor hoog calorisch dat wordt voor en export het gas wordt in de zomer ge en in de winter weer naar boven gehaald de vereniging gas terg heeft zich steeds verzet tegen de ondergrondse in gas terg legt zich ook nog niet bij het door genomen neer de vereniging heeft aangekondigd bezwaar aan te tekenen bij de raad van state,p,,Y,,
605,1518,1518,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-16/DDD_010646662/DDD_010646662_1252_articletext.xml,DDD_010646662_1252_articletext.xml,3,1992-05-16,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-16/DDD_010646662,1770283,4514.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-16/DDD_010646662/DDD:ddd:010646662:mpeg21.didl.xml.gz.xml,DDD:ddd:010646662:mpeg21.didl.xml.gz.xml,Amsterdam,1992-05-16,32442.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,100.0,NE,"Ons land heeft in de eerste drie maanden van dit jaar 9% meer aardgas uitgevoerd dan in het eerste kwartaal van 1991. Dat blijkt uit cijfers van het Centraal Bureau voor de Statistiek (CBS) in Voorburg. Ondanks het feit dat de geëxporteerde hoeveelheid aardgas steeg, daalde de waarde van het uitgevoerde aardgas: ƒ2,4 miljard tegen ƒ2,5 miljard in het eerste kwartaal van vorig jaar. De energieprijzen lagen toen hoger vanwege de Golfoorlog. De waarde van de uitvoer van energie in de eerste drie maanden van dit jaar lag 21% lager dan in dezelfde periode in 1991: ƒ6,5 miljard tegen ƒ 8,2 miljard vorig jaar. De invoer lag met ƒ 4,7 miljard tegen ƒ6,1 miljard vorig jaar 23% lager. Het positieve saldo op de goederenbalans van energie (de uitvoer minus de invoer) van ƒl,B miljard lag lager dan de ƒ 2,1 miljard van vorig jaar. De ingevoerde hoeveelheid ruwe aardolie steeg met 3%, terwijl de waarde daalde van ƒ3,5 miljard tot ƒ3 miljard.",ons land heeft in de eerste drie maanden van dit jaar meer aardgas dan in het eerste kwartaal van dat blijkt cijfers van het centraal voor de statistiek in ondanks het feit dat de ge hoeveelheid aardgas steeg daalde de waarde van het aardgas miljard tegen miljard in het eerste kwartaal van vorig jaar de lagen toen hoger vanwege de de waarde van de van energie in de eerste drie maanden van dit jaar lag lager dan in dezelfde periode in miljard tegen miljard vorig jaar de invoer lag met miljard tegen miljard vorig jaar lager het positieve saldo op de van energie de de invoer van miljard lag lager dan de miljard van vorig jaar de ingevoerde hoeveelheid aardolie steeg met terwijl de waarde daalde van miljard tot miljard,p,,Y,,
606,2077,2077,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/12-07/DDD_010623106/DDD_010623106_0079_articletext.xml,DDD_010623106_0079_articletext.xml,3,1993-12-07,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/12-07/DDD_010623106,164905,,,,,,,,,,,,PO,DOKKUM - De Nederlandse Aardolie Maatschappij zal ƒ 100 miljoen investeren om het aardgas uit het Anjumer veld te winnen. Op een terrein van 10 tot 15 hectare zal de NAM een aantal winputten boren. Het gasveld bevat naar verwachting 30 miljard kubieke meter aardgas. Het is de grootste vondst sinds jaren. De maatschappij denkt dat in de Noordoostfriese bodem nog meer aardgas te winnen is.,de aardolie maatschappij zal miljoen investeren om het aardgas het veld te winnen op een terrein van tot hectare zal de nam een aantal boren het bevat naar verwachting miljard meter aardgas het is de grootste vondst sinds jaren de maatschappij denkt dat in de bodem nog meer aardgas te winnen is,p,,Y,,
607,265,265,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/08-24/DDD_010646384/DDD_010646384_1303_articletext.xml,DDD_010646384_1303_articletext.xml,7,1991-08-24,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/08-24/DDD_010646384,3263145,8404.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/08-24/DDD_010646384/DDD:ddd:010646384:mpeg21.didl.xml.gz.xml,DDD:ddd:010646384:mpeg21.didl.xml.gz.xml,Amsterdam,1991-08-24,32218.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,99.0,NE,"ftttfc AA-L-Minken, alstelt d dlrecteur van de RAI, Haar aoj toenemende vraag hogerT1"" •gas in Eui-opa steeds etUer>,eiSien aan de capaciteit den 'Vttologie van de duizen- WoordTi-f1^0 die veranttransn^J ziJn voor het Va*gas 6n de distributie Se«lvaoorb?el?ent goede kan"" Produl<-t ieveranciers van aardoac u. en diensten op 1^- Door de een g Van de Europese -^^J992worden deze kansen nog eens versterkt,"" stelt Minken, die het de hoogste tijd vindt dat de gassector — in navolging van onder meer de petrochemische industrie, de kolen- en elektriciteitsindustrie en de offshore — nu zijn eigen ontmoetingsplaats krijgt. Nederland is immers aardgasland bij uitstek. Zo is 98% van alle gezinnen aangesloten op het aardgasnet. Daarnaast zijn ook honderdduizenden bedrijven afhankelijk van aardgas als brandstof. In ons land ligt ruim 100.000 kilometer leiding in de grond voor transport en distributie van jaarlijks circa 40 miljard m 3 aardgas. De totale investeringen hiervoor bedroegen tot dusver ongeveer ƒ 28 miljard. Volgens drs. J.P. van den Berg (Projectbureau Milieu- Actieplan) zullen uitbreidings én vervangingsinvesteringen in apparatuur en installaties van afnemers echter steeds noodzakelijk zijn. Daarnaast dwingen strenge milieu-eisen tot investeringen in schone en energiezuinige apparatuur. Maar ook internationaal gezien breidt de aardgasmarkt zich sterk uit. Na olie is gas de belangrijkste energiebron van West-Europa geworden. Per jaar wordt circa 300 miljard m 3 gas verstookt, terwijl deze hoeveelheid binnen twintig jaar zal toenemen met maar liefst 30% tot 400 miljard m 3. Vooral uit de voormalige Oostbloklanden en de Zuideuropese landen wordt een forse toeneming van de groei verwacht. Voor de Gas Expo 91 hebben zich reeds 82 exposanten aangemeld, die 200 bedrijven uit 17 landen vertegenwoordigen.",van de haar toenemende vraag gas in steeds eter aan de capaciteit van de die zijn voor het gas de se el ent goede kan van en diensten op door de een van de deze kansen nog eens versterkt stelt die het de hoogste tijd vindt dat de in navolging van onder meer de petrochemische de en en de offshore zijn eigen ontmoetingsplaats krijgt is immers bij zo is van alle gezinnen aangesloten op het aardgasnet daarnaast zijn ook bedrijven afhankelijk van aardgas als brandstof in ons land ligt kilometer leiding in de grond voor transport en van jaarlijks circa miljard aardgas de totale investeringen hiervoor bedroegen tot ongeveer miljard volgens van berg actieplan in en installaties van afnemers echter steeds noodzakelijk zijn daarnaast dwingen tot investeringen in schone en maar ook internationaal gezien breidt de zich sterk na olie is gas de belangrijkste energiebron van geworden per jaar wordt circa miljard gas verstookt terwijl deze hoeveelheid binnen twintig jaar zal toenemen met maar liefst tot miljard vooral de voormalige en de landen wordt een forse toeneming van de groei verwacht voor de gas hebben zich reeds exposanten aangemeld die bedrijven landen,p,,Y,,
608,974,974,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-13/DDD_011019578/DDD_011019578_0342_articletext.xml,DDD_011019578_0342_articletext.xml,4,1991-03-13,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-13/DDD_011019578,3549790,,,,,,,,,,,,NG,"""In het voorstel wordt echter vloeibaar gas voor huishoudelijk gebruik niet belast en je kunt je voorstellen waar dat op uitdraait: fraude en beunhazerij met apparatuur. Fraude omdat de gasrijder zijn goedkope autorijden in gevaar ziet komen en het goedkopere verwarmingsgas gaat tanken en geknoei en beunhazerij met installaties, waardoor zeer onveilige situaties gaan ontstaan,"" meent Groot. ""Het is namelijk vrij gemakkelijk om door middel van passtukken gas te tanken uit een buiktank propaan. Maar dat is zeer gevaarlijk, want daardoor creëer je dezelfde onveilige toestanden als wanneer mensen een gasfles aan de autogasinstallatie gaan vullen. Dat gebeurt zo hier en daar nog wel eens, alhoewel de meeste serieuze pomphouders daar wel alert op zijn. Want gas tanken in een gasfles is absoluut niet toegestaan, met uitzondering overigens van de tanks zoals ze bijvoorbeeld voor heftrucks worden gebruikt. Want die zijn officieel goedgekeurd."" Groot blijft er voor pleiten om de motorrijtuigenbelasting als 'stuurknop' te gebruiken voor de prijs van autogasrijden. ""Dan voorkom je in ieder geval dat er naar manieren wordt gezocht om goedkoper gas te tanken. Want het mag toch niet zo zijn dat wij als branche voor niets 150 miljoen gulden geïnvesteerd hebben om installaties bij officiële verkooppunten optimaal te beveiligen, als er door accijnsmaatregelen een 'grijs tapcircuit' gaat ontstaan."" (orvan den Burg",in het voorstel wordt echter vloeibaar gas voor niet belast en je je voorstellen waar dat op en met omdat de zijn goedkope in gevaar ziet komen en het goedkopere tanken en geknoei en met installaties waardoor zeer onveilige gaan ontstaan meent groot het is namelijk vrij gemakkelijk om door middel van gas te tanken een propaan maar dat is zeer gevaarlijk want daardoor er je dezelfde onveilige toestanden als wanneer mensen een gasfles aan de gaan dat zo hier en daar nog wel eens alhoewel de meeste daar wel alert op zijn want gas tanken in een gasfles is niet toegestaan met overigens van de tanks zoals ze bijvoorbeeld voor worden want die zijn officieel groot blijft er voor pleiten om de als te de prijs van dan voorkom je in ieder geval dat er naar manieren wordt gezocht om goedkoper gas te tanken want het mag toch niet zo zijn dat wij als branche voor niets miljoen ge hebben om installaties bij optimaal te beveiligen als er door een ontstaan,p,,Y,,
609,1285,1285,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-21/DDD_010646509/DDD_010646509_0425_articletext.xml,DDD_010646509_0425_articletext.xml,3,1991-03-21,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-21/DDD_010646509,3923464,,,,,,,,,,,,NE,"Van onze parlementaire redactie DEN HAAG, donderdag Nederland en Duitsland zijn elkaar dicht genaderd over een financiële regeling, waarbij de Duitse Shell en Esso de Nederlandse schatkist voor een bedrag tussen de ƒ 2,5 en f 7 miljard schadeloos zullen stellen voor te veel gepompt gas. Dit gas is afkomstig uit een gezamenlijk Nederlands- Duits gasveld dat ligt onder de Eemsmonding. Dat zei gisteren minister Andriessen (Economische Zaken) in de Kamer tijdens een mondeling overleg over het aflopen van het herenakkoord tussen Shell, Esso en de staat over het herinvesteren van aardgaswinsten in Nederland. De hele Kamer is het ermee eens dat het akkoord niet verlengd hoeft te worden omdat dat niet past in een vrije Europese markt. Minister Andriessen zei blij te zijn, dat de geschilkwestie over de gezamenlijke gasbel (de zogenaamde common area-problematiek) waaruit veel te veel gas is gepompt, nu niet voor een internationale arbitragecommissie hoeft te komen, want dat zou jaren kunnen gaan duren. Toch verwacht hij dat het ook nu nog wel één tot anderhalf jaar duurt voordat duidelijk wordt hoeveel geld precies Nederland te goed heeft uit de gasbel. Andriessen ontraadde elke poging van de PvdA, om het staatsaandeel in de aardgaswinsten te vergroten. „Dat zou de bereidheid van de oliemaatschappijen om kleine velden te exploiteren afremmen en dat is op den duur alleen maar nadelig voor de schatkist"".",van onze parlementaire redactie donderdag en zijn elkaar dicht genaderd over een regeling waarbij de en de schatkist voor een bedrag de en miljard schadeloos stellen voor te veel gepompt gas dit gas is afkomstig een gezamenlijk dat ligt onder de dat zei gisteren economische zaken in kamer tijdens een mondeling overleg over het aflopen van het herenakkoord en de staat over het herinvesteren van aardgaswinsten in de hele kamer is het ermee eens dat het akkoord niet verlengd hoeft te worden omdat dat niet past in een vrije markt minister zei blij te zijn dat de de gezamenlijke gasbel de zogenaamde area-problematiek veel te veel gas is gepompt niet voor een hoeft te komen want dat zo jaren gaan toch verwacht hij dat het ook nog wel tot anderhalf jaar voordat wordt hoeveel geld precies te goed heeft de gasbel ontraadde elke poging van de om het in de aardgaswinsten te vergroten dat zo de bereidheid van de kleine velden te exploiteren afremmen en dat is op alleen maar nadelig voor de schatkist,p,,Y,,
610,995,995,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-17/DDD_010629071/DDD_010629071_0055_articletext.xml,DDD_010629071_0055_articletext.xml,4,1994-10-17,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-17/DDD_010629071,827870,2014.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-17/DDD_010629071/DDD:ddd:010629071:mpeg21.didl.xml.gz.xml,DDD:ddd:010629071:mpeg21.didl.xml.gz.xml,Amersfoort,1994-10-17,12837.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],51.0,NE,"ASSEN - De provincie Drenthe hoeft door een uitspraak van de* Raad van State geen gevolg te geven aan de uitspraak van de Asser rechtbank om binnen acht weken inhoudelijk te beslissen over de bezwaren van de Nederlandse Aardolie Maatschappij NAM en Gasunie tegen een voorbereidingsprocedure rond de ondergrondse gasopslag in Langelo. NAM en Gasunie zijn voor de gasopslag en vinden dat de provincie ten onrechte hun bezwaren tegen het streekplan, dat gasopslag uitsluit, niet in behandeling neemt. De Raad van State willigde vrijdag een schorsingsverzoek van de provincie Drenthe in. Een hoger beroep dat de provincie heeft ingesteld omdat ze meent dat ze helemaal niet in hoeft te gaan op de bezwaren loopt nog. NAM en Gasunie wilden via de rechtbank afdwingen dat Gedeputeerde Staten van Drenthe zouden voortgaan met de voorbereidingen tot wijziging van het streekplan, die nodig is om de gasopslag te realiseren. Het college van GS weigerde de procedure in werking te stellen toen een ruime meerderheid in de Provinciale Staten te kennen gaf niet mee te willen werken aan gasopslag in Langelo. Het college van GS verklaarde daarop de bezwaren van NAM en Gasunie niet ontvankelijk, omdat daarvoor een wettelijke basis ontbrak. Er was immers geen sprake meer van wijziging van het bestaande plan.Volgens de NAM zal de uiteindelijke beslissing over de gasopslag binnenkort in Den Haag genomen worden. ANP",assen de provincie hoeft door een van de raad van state geen gevolg te geven aan de van de rechtbank om binnen acht weken te beslissen over de bezwaren van de aardolie maatschappij nam en tegen een rond de ondergrondse in nam en zijn voor de en vinden dat de provincie ten onrechte bezwaren tegen het streekplan dat niet in behandeling neemt de raad van state willigde vrijdag een van de provincie in een hoger beroep dat de provincie heeft ingesteld omdat ze meent dat ze helemaal niet in hoeft te gaan op de bezwaren loopt nog nam en wilden via de afdwingen staten van zoden voortgaan met de voorbereidingen tot wijziging van het streekplan die nodig is om de te realiseren het college weigerde de in werking te stellen toen een meerderheid in de provinciale staten te kennen gaf niet mee te willen werken aan in het college van verklaarde daarop de bezwaren van nam en niet ontvankelijk omdat daarvoor een wettelijke basis ontbrak er was immers geen sprake van wijziging van het bestaande de nam zal de beslissing over de binnenkort in genomen worden,p,,Y,,
611,440,440,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-08/DDD_010622901/DDD_010622901_0386_articletext.xml,DDD_010622901_0386_articletext.xml,6,1993-04-08,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-08/DDD_010622901,734830,,,,,,,,,,,,NG,"NORG - De gemeente Norg laat haar bezwaren tegen ondergrondse opslag van gas bij Langelo varen. In een brief aan de gemeente onderstreept minister van economische zaken Koos Andriessen de noodzaak van de gasopslag. De Nederlandse Aardolie Maatschappij (NAM) meent dat het reservoir bij Langelo de enige geschikte plaats is voor de opslag van jaarlijks 4,5 miljard kubieke meter gas. Het gasveld bij Tytsjerk is daarmee als alternatief definitief van de baan. Aangezien de Nederlandse energiebehoefte voor 50 procent gedekt wordt door gas. meent Andriessen dat met het aanleggen van een buffervoorraad een groot maatschappelijk belang gediend is. Ondanks het streven van de overheid zoveel mogelijk gas te betrekken uit kleine gasvelrien om de gasreserve in het veld bij Slochteren te ontzien, voorziet de minister vanaf eind 1996 problemen in de produktiecapaciteit. De capaciteit in de beschikbare velden zal niet toereikend zijn om aan de gasvraag in de winter te voldoen, vreest Andriessen. Het onderzoek van de NAM wijst uit dat aan de opslag van gas in het veld bij Tytsierk zoveel technische bezwaren kleven, dat de mogelijke nadelige milieueffecten bij Langelo daar niet tegen opwegen. Bij Tytsierk bestaat het gevaar dat gas weglekt naar andere grondlagen. Er moet volgens de NAM meer gefakkeld worden, het aantal putten verdubbelt en de overlast door verkeer is groter. De NAM verwacht overigens niet dat het reservoir bij Lanfelo de toekomstige capaciteitsteorten volledig zal dekken. Het college van burgemeester en wethouders zwicht voor het belang dat Andriessen hecht aan het reservoir bij Langelo. Nu tevens duidelijk is dat de NAM geen andere mogelijkheid voor gasopslag ziet, wil een meerderheid van b. en w. het ontwerpbestemmingsplan in procedure brengen. Dat maakt de komst van de noodzakelijke installaties voor de gasopslag mogelijk. De NAM heeft toegezegd de fakkel verder van Langelo te plaatsen en Se installaties door aanplant aan Ket oog te onttrekken. Alleen wethouder Wiebe van der Leest (D' niet overtuigd van de noodzaak van gasopslag bij Langelo. De Milieuraad Drenthe, de Vereniging tot Behoud van Natuurmonumenten en de stichting Natuur en Milieu hebben zich altijd verzet tegen de grootschalige gasopslag Zij vinden de grote bovengrondse installatie op een terrein v hectare in dit natuurrijke g' ontoelaatbaar. De bouw van de ondergrondse opslag kost ƒ 1 miljard. Het project moet in 199 b gereed zijn.",de gemeente laat haar bezwaren tegen ondergrondse opslag van gas bij varen in een brief aan de gemeente onderstreept minister van economische zaken koos de noodzaak van de de aardolie maatschappij nam meent dat het reservoir bij de enige geschikte plaats is voor de opslag van jaarlijks miljard meter gas het bij daarmee als alternatief definitief van de baan aangezien de voor procent gedekt door gas meent dat met het aanleggen van een een groot maatschappelijk belang gediend is ondanks het streven van de overheid zoveel mogelijk gas te betrekken kleine om de gasreserve in het veld bij te ontzien voorziet de minister vanaf eind problemen in de de capaciteit in de beschikbare velden zal niet toereikend zijn om aan de in de winter te voldoen vreest het onderzoek van nam wijst dat aan de opslag van gas in het veld bij zoveel technische bezwaren kleven dat mogelijke nadelige bij daar niet tegen opwegen bij bestaat het gevaar dat gas weglekt naar andere grondlagen er moet volgens de nam meer worden het en de overlast door verkeer is groter de nam verwacht overigens niet dat het reservoir bij de toekomstige volledig zal dekken het college van en zwicht voor het belang dat hecht aan het reservoir bij tevens is dat de nam geen andere mogelijkheid voor ziet wil meerderheid van en het in brengen dat maakt de komst van de noodzakelijke installaties voor de mogelijk de nam heeft toegezegd de fakkel verder van te plaatsen en se installaties door aanplant aan ket oog te onttrekken alleen van der leest niet van de noodzaak van bij de de vereniging tot van en de stichting en hebben zich altijd verzet tegen de grootschalige zij vinden de grote bovengrondse installatie op een terrein hectare in dit ontoelaatbaar de van de ondergrondse opslag kost miljard het project moet in gereed zijn,p,,Y,,
